t,episode,true_task_idx,x_before,vx_before,true_goal
0,1,0,0.0802147537469863,0,-5.1
1,1,0,0.0775534734129905,0,-5.1
2,1,0,0.055453635752201,0,-5.1
3,1,0,0.0316704995930194,0,-5.1
4,1,0,0.0430620573461055,0,-5.1
5,1,0,0.0854018926620483,0,-5.1
6,1,0,0.1077014654874801,0,-5.1
7,1,0,0.1333121806383133,0,-5.1
8,1,0,0.1653387248516082,0,-5.1
9,1,0,0.1561871320009231,0,-5.1
10,1,0,0.1427055299282074,0,-5.1
11,1,0,0.1349322497844696,0,-5.1
12,1,0,0.1493348032236099,0,-5.1
13,1,0,0.1888302415609359,0,-5.1
14,1,0,0.2406164854764938,0,-5.1
15,1,0,0.2545151114463806,0,-5.1
16,1,0,0.1838926672935485,0,-5.1
17,1,0,0.144425019621849,0,-5.1
18,1,0,0.1873953342437744,0,-5.1
19,1,0,0.1948654651641845,0,-5.1
20,1,0,0.1720729917287826,0,-5.1
21,1,0,0.1882761567831039,0,-5.1
22,1,0,0.239210233092308,0,-5.1
23,1,0,0.2543835341930389,0,-5.1
24,1,0,0.261290431022644,0,-5.1
25,1,0,0.3006035983562469,0,-5.1
26,1,0,0.3523602783679962,0,-5.1
27,1,0,0.4073828756809234,0,-5.1
28,1,0,0.4371737837791443,0,-5.1
29,1,0,0.4672937989234924,0,-5.1
30,1,0,0.5149672031402588,0,-5.1
31,1,0,0.5719168782234192,0,-5.1
32,1,0,0.6141509413719177,0,-5.1
33,1,0,0.6303952932357788,0,-5.1
34,1,0,0.6810466051101685,0,-5.1
35,1,0,0.7389354705810547,0,-5.1
36,1,0,0.7424805164337158,0,-5.1
37,1,0,0.7758616805076599,0,-5.1
38,1,0,0.8289066553115845,0,-5.1
39,1,0,0.8650696277618408,0,-5.1
40,1,0,0.8816102743148804,0,-5.1
41,1,0,0.863120436668396,0,-5.1
42,1,0,0.9027991890907288,0,-5.1
43,1,0,0.9611738324165344,0,-5.1
44,1,0,0.982976734638214,0,-5.1
45,1,0,1.0010128021240234,0,-5.1
46,1,0,1.0348423719406128,0,-5.1
47,1,0,1.071629285812378,0,-5.1
48,1,0,1.0759050846099854,0,-5.1
49,1,0,1.050763487815857,0,-5.1
50,1,0,1.0383062362670898,0,-5.1
51,1,0,1.030084252357483,0,-5.1
52,1,0,1.02592670917511,0,-5.1
53,1,0,1.0626133680343628,0,-5.1
54,1,0,1.1068302392959597,0,-5.1
55,1,0,1.1214630603790283,0,-5.1
56,1,0,1.1170674562454224,0,-5.1
57,1,0,1.0969527959823608,0,-5.1
58,1,0,1.0842982530593872,0,-5.1
59,1,0,1.1101486682891846,0,-5.1
60,1,0,1.1450620889663696,0,-5.1
61,1,0,1.1790685653686523,0,-5.1
62,1,0,1.1737195253372192,0,-5.1
63,1,0,1.1652462482452393,0,-5.1
64,1,0,1.193685531616211,0,-5.1
65,1,0,1.2179269790649414,0,-5.1
66,1,0,1.2218579053878784,0,-5.1
67,1,0,1.2240397930145264,0,-5.1
68,1,0,1.2251043319702148,0,-5.1
69,1,0,1.2343851327896118,0,-5.1
70,1,0,1.2802636623382568,0,-5.1
71,1,0,1.311544418334961,0,-5.1
72,1,0,1.333875060081482,0,-5.1
73,1,0,1.3647798299789429,0,-5.1
74,1,0,1.3910987377166748,0,-5.1
75,1,0,1.4119371175765991,0,-5.1
76,1,0,1.4272440671920776,0,-5.1
77,1,0,1.4597264528274536,0,-5.1
78,1,0,1.5100587606430054,0,-5.1
79,1,0,1.550144910812378,0,-5.1
80,1,0,1.5648598670959473,0,-5.1
81,1,0,1.516929030418396,0,-5.1
82,1,0,1.473301649093628,0,-5.1
83,1,0,1.4692516326904297,0,-5.1
84,1,0,1.448384165763855,0,-5.1
85,1,0,1.421359658241272,0,-5.1
86,1,0,1.3974337577819824,0,-5.1
87,1,0,1.356062650680542,0,-5.1
88,1,0,1.320589303970337,0,-5.1
89,1,0,1.296542763710022,0,-5.1
90,1,0,1.3179738521575928,0,-5.1
91,1,0,1.3790267705917358,0,-5.1
92,1,0,1.374683856964111,0,-5.1
93,1,0,1.3122241497039795,0,-5.1
94,1,0,1.278091549873352,0,-5.1
95,1,0,1.2852706909179688,0,-5.1
96,1,0,1.3144532442092896,0,-5.1
97,1,0,1.312219262123108,0,-5.1
98,1,0,1.3175368309020996,0,-5.1
99,1,0,1.34590744972229,0,-5.1
