target_goal,encoding_regression
0.1130969673395156,1.3564643003012389
1.1396512914093295,0.3918645376069558
2.166205615479144,-0.5727352250873274
3.192759939548957,-1.5373349877816105
4.219314263618771,-2.5019347504758933
5.292530147873577,-3.5103799569290075
6.31908447194339,-4.47497971962329
7.345638796013205,-5.439579482317574
8.372193120083018,-6.404179245011857
9.398747444152832,-7.368779007706139
