target_goal,encoding_regression
0.683620035648346,0.820144775472569
1.7034928813651578,-0.1374322914117995
2.7233657270819696,-1.0950093582961682
3.7432385727987816,-2.052586425180537
4.763111418515593,-3.0101634920649056
5.829342120855896,-4.0112667892622
6.849214966572709,-4.968843856146569
7.86908781228952,-5.926420923030937
8.888960658006333,-6.883997989915307
9.908833503723145,-7.841575056799676
