target_goal,encoding_regression
1.242683172225952,0.2733354953660347
2.2093578786706205,-0.6272235158159025
3.176032585115289,-1.52778252699784
4.142707291559957,-2.428341538179777
5.109381998004626,-3.3289005493617143
6.119996463833143,-4.270394061051922
7.086671170277811,-5.170953072233859
8.05334587672248,-6.071512083415796
9.020020583167147,-6.972071094597734
9.986695289611816,-7.87263010577967
