current_goal,target_goal,latent_mean,latent_std,encoding
0.2950794994831084,9.112852096557615,-1.772883057594299,3.2790184020996094,0.6071484684944153
0.6893214583396912,9.112852096557615,-6.2543578147888175,1.0776705741882324,0.7508385181427003
1.259672999382019,9.112852096557615,-7.271387577056883,0.1893220692873,-7.041934013366699
1.8439921140670776,9.112852096557615,-7.1492576599121085,0.0697479471564292,-7.259592533111571
2.4045026302337646,9.112852096557615,-7.168503284454346,0.0507641769945621,-7.20758056640625
2.8938388824462886,9.112852096557615,-7.158936023712158,0.0416955836117267,-7.163126945495605
3.399652481079101,9.112852096557615,-7.153509616851808,0.0416937731206417,-7.1640844345092765
3.8306391239166255,9.112852096557615,-7.14786958694458,0.0417267307639122,-7.101234912872314
4.337157726287842,9.112852096557615,-7.139065265655518,0.0418396107852458,-7.061513423919678
4.788015842437744,9.112852096557615,-7.132030010223389,0.0421164967119693,-7.100960254669189
5.1951904296875,9.112852096557615,-7.132081508636475,0.0427183583378791,-7.096235752105713
5.632582187652588,9.112852096557615,-7.12444543838501,0.043790441006422,-7.123964786529541
6.0465497970581055,9.112852096557615,-7.138710021972656,0.0518790930509567,-7.177978992462158
6.4948272705078125,9.112852096557615,-6.046939849853516,0.0757485777139663,-6.065949440002441
6.857388019561768,9.112852096557615,-6.067730426788329,0.7013978362083435,-5.696565628051758
7.289446830749511,9.112852096557615,-5.901007175445557,0.4123353660106658,-5.803956508636475
7.488103866577148,9.112852096557615,-5.869534015655518,0.2163625657558441,-5.639847278594971
7.502712726593018,9.112852096557615,-5.497236728668213,0.1818563193082809,-5.5639190673828125
7.556889533996582,9.112852096557615,-5.480619430541992,0.3703315556049346,-5.563942909240723
7.729257583618163,9.112852096557615,-6.591280937194824,0.0887711942195892,-6.559633731842041
7.9944796562194815,9.112852096557615,-4.856335639953612,0.199796825647354,-4.531259059906006
7.919650554656982,9.112852096557615,-5.09727954864502,0.1251483559608459,-5.115315437316895
7.788147449493408,9.112852096557615,-5.497567653656006,0.1625740379095077,-5.450052738189696
7.962131977081299,9.112852096557615,-6.937246322631836,0.0955350250005721,-7.071557521820068
8.353204727172852,9.112852096557615,-6.894200801849365,0.0558454133570194,-6.821004390716553
8.578474998474121,9.112852096557615,-6.6445794105529785,0.0501860380172729,-6.635843276977539
8.687426567077635,9.112852096557615,-6.648179531097412,0.0967084690928459,-6.719618320465088
8.608139038085938,9.112852096557615,-6.881457328796387,0.142533391714096,-6.527538299560546
8.826891899108887,9.112852096557615,-7.1568474769592285,0.1917284429073333,-6.996885299682617
8.9247465133667,9.112852096557615,-7.007591247558594,0.0640671998262405,-6.989621162414551
8.971760749816895,9.112852096557615,-6.963066101074219,0.0768483132123947,-7.007165431976318
9.019689559936523,9.112852096557615,-7.124495983123779,0.0742522329092025,-7.121706962585449
9.049817085266112,9.112852096557615,-7.077396869659424,0.0582651682198047,-7.090737819671631
9.050254821777344,9.112852096557615,-7.0411577224731445,0.0437956899404525,-6.959858417510985
9.087920188903809,9.112852096557615,-7.042303085327148,0.0359282791614532,-7.005053520202637
9.112357139587402,9.112852096557615,-7.059719085693359,0.0325267165899276,-7.069185256958008
9.1068115234375,9.112852096557615,-7.076838970184326,0.0303866118192672,-7.054769039154053
9.11334228515625,9.112852096557615,-7.076572418212891,0.0283086709678173,-7.059490203857422
9.140057563781738,9.112852096557615,-7.079197406768799,0.0276642888784408,-7.057515621185304
9.15641975402832,9.112852096557615,-7.086992263793944,0.027865407988429,-7.0671372413635245
9.145148277282711,9.112852096557615,-7.095788478851318,0.0286054033786058,-7.078841209411621
9.159141540527344,9.112852096557615,-7.118242740631104,0.0287133436650037,-7.136462211608888
9.196812629699709,9.112852096557615,-7.117999076843262,0.02948491089046,-7.084413528442383
9.154385566711424,9.112852096557615,-7.115493297576904,0.0309534221887588,-7.074119091033936
9.176239967346191,9.112852096557615,-7.136651992797852,0.0311604384332895,-7.085415363311768
9.212185859680176,9.112852096557615,-7.131728649139404,0.0314684361219406,-7.167490005493164
9.19582176208496,9.112852096557615,-7.110440731048584,0.0332459397614002,-7.116091728210449
9.263043403625488,9.112852096557615,-7.158013343811035,0.0345507301390171,-7.2058258056640625
9.243011474609377,9.112852096557615,-7.133582592010497,0.037854004651308,-7.18621301651001
9.156968116760254,9.112852096557615,-7.086427211761475,0.0424143187701702,-7.088744163513184
9.229413986206056,9.112852096557615,-7.15137815475464,0.0401745960116386,-7.184463024139404
9.19174385070801,9.112852096557615,-7.119508266448976,0.036787461489439,-7.089070796966553
9.226451873779297,9.112852096557615,-7.1795830726623535,0.0352394729852676,-7.153845310211182
9.236804962158203,9.112852096557615,-7.180267333984375,0.0372945815324783,-7.17894458770752
9.180978775024414,9.112852096557615,-7.093268871307373,0.0394781753420829,-7.054905414581299
