timestep,Ours_mean_mse,Ours_std_mse,PEARL_mean_mse,PEARL_std_mse,RL2_mean_mse,RL2_std_mse,CEMRL_mean_mse,CEMRL_std_mse,MELTS_mean_mse,MELTS_std_mse
69,0.2985668120262221,0.5849285728538386,4.300071006852505,5.12982659653433,5.141306619362805,3.536776788161344,0.10868540249621507,0.11445494592584105,0.12411621913399701,0.13630294685790836
70,0.099257556829364,0.12473090127371611,3.87214127575631,3.2435760174717903,3.7064299796915696,2.2096648251701945,0.17414415116326173,0.25385862489180666,0.10665890412300381,0.10429566383569487
71,0.4404376442260058,0.41974510267295156,4.464126044340738,3.8463277757367855,3.095835575614233,3.335661235408374,0.18851978068320063,0.28776601304058647,0.13203759504227597,0.14894314388361876
72,0.16916740819711926,0.21781720391023698,3.9241848437955977,3.5533163037074145,4.2245923993845444,3.3878690600397476,0.13850855558503666,0.19791904380117756,0.14109215183286417,0.13028532816845895
73,0.06855960779020315,0.08843341162408129,4.128673918633174,4.399707583226727,4.371437876514855,3.8395359247020906,0.127440456094779,0.1891645212541968,0.14724410481090866,0.2449071003651222
74,0.27549524276906157,0.31074090037498375,4.092250054986725,3.1674096680463526,4.342323689954417,2.9491983122067116,0.1342794988283598,0.22108763489231611,0.12022722063370078,0.19062950495718908
75,0.27110108445690106,0.2524388071404395,3.3416908605447793,2.5417529431463772,3.6625404327882967,2.5550119908678615,0.09176525183673351,0.12583992600368774,0.09452028151961939,0.10383587562931407
76,0.27054621980578203,0.22869144093399282,4.276147250080054,4.1434316406579,4.181332506318072,2.4652402554831023,0.1386273534041689,0.24213862849229248,0.11735346181657211,0.20802535627370308
77,0.034624053575056296,0.032724159415486107,4.807677056808145,4.710384967897551,3.6397598742137296,1.8986575799288703,0.13621898642218977,0.22322678880561822,0.1183204547705447,0.16005230617651803
78,0.24101765185215837,0.19442502504305437,4.959059278609986,4.405794815206153,3.6091655099131166,3.011745580850854,0.13691928269892803,0.20666909110861842,0.13383914657041127,0.13027238431356303
79,0.16113753153832666,0.10383527858347942,3.9772835740935784,2.7173636713678415,3.526540349308375,3.0960969438007644,0.15159106063923847,0.274934991903731,0.16038851208166657,0.18442398431305518
80,0.17815977540506092,0.16325787757323687,4.621233270709007,4.49135776097981,4.456713009448377,4.0636218426980895,0.19605386608332845,0.24479761405858919,0.1841310820886823,0.22231042127811296
81,0.4122001383293024,0.44139329888797546,3.480354747575149,2.9336571660628006,3.6761765974870446,2.473478186681046,0.20048384893924898,0.27092559136062905,0.11923348370321854,0.18705005368882882
82,0.17592697177660233,0.13294714593662926,5.546594052472646,5.231511395041792,4.20526127704663,2.7762577431730793,0.1338819615956703,0.23143742261445027,0.16112770098168072,0.3215830315863879
83,0.15854276078286378,0.20004243918718884,5.186355815515016,3.8888342159087808,3.801876540336103,3.320243642440512,0.08584432468932245,0.14366049978002104,0.10346243497830394,0.1300699264390197
84,0.08577648478505383,0.06283993994542873,4.642738349703535,3.6994942117249554,3.1518539263395957,2.5243113870301848,0.13057247043105005,0.18486726592355202,0.11780397615433566,0.20237534732713214
85,0.25481412327787606,0.2607820936759568,4.451672838299577,4.51079210674763,3.791890837889705,2.742520747317014,0.17672527214995806,0.31247456703989535,0.17757313723842208,0.2518464614311068
86,0.04502678082997649,0.04250697881774573,4.176024964485364,4.004176269474652,3.668671241001984,2.8402620859026473,0.1032760343381472,0.19514656456078472,0.24384083727674266,0.3469749864777222
87,0.3068145816602519,0.3359740677109588,3.3040234980924774,2.7229806239720116,3.513824753435441,2.5015950124936044,0.09685917360810632,0.1500453171093093,0.2814748800799785,0.4933960310804233
88,0.17808397720647498,0.20535164259205202,2.8297999423300753,2.593186837734575,3.0718108936963815,2.454441597112515,0.12391688617420381,0.1484491070534202,0.2037559546696189,0.2890074822211979
89,0.29134462032419334,0.33292043365182045,3.904312435403325,3.7409140318925376,3.41169257297061,2.5249611101510236,0.23268119536578385,0.27418217433928727,0.18941578080777258,0.3275150132656488
90,0.04184260704650552,0.0324689217253977,4.898938190972782,3.7941963332949666,3.0794741303064885,1.8942317987480324,0.1881260647178279,0.25306921937870686,0.18496881382935004,0.42898836511917815
91,0.1879158243857897,0.20913036877577162,4.540788165323736,3.8964787062632977,4.706912026217884,3.623951735061233,0.11909218633141215,0.19365899631963462,0.20085777107413053,0.4429913180993515
92,0.32563676834221833,0.36486716236697103,4.181396824273711,4.849179503014796,4.609923989583356,3.0760529095316396,0.1339382646018987,0.21376451592986226,0.33745335507920055,0.8112542816233624
93,0.142772937968746,0.11206938355033637,3.742266675064874,2.902850448523212,4.11466628411617,3.7812758308944083,0.1558754370182428,0.2497155304488314,0.2617825042049268,0.5250336607958219
94,0.4606596305673067,0.650919257658011,3.433340689204594,3.272851380399837,3.727511034000227,3.044458185553733,0.13772095560196101,0.13393482562846482,0.2375358099333106,0.31957712592986964
95,0.35029901335815694,0.2358759013700141,3.7864403255600254,3.6340924848639613,3.978551378434722,2.6981167121475704,0.11338437489924427,0.23384050419988187,0.3465592870395577,0.6694422646257905
96,0.4083231653573769,0.6085828231371224,3.623881831057945,2.8339277624695556,4.423970478868717,3.486038853479546,0.13299372938473922,0.19003812654233965,0.33622014759711955,0.8140208472148175
97,0.033958706479796937,0.038831951251782924,4.773142984307064,4.712530965997739,4.374155884880888,2.970009470310485,0.1645205899535923,0.2043081568281165,0.35717691654403755,0.8815003312224782
98,0.2662447414195414,0.17407190765300445,4.435447103599795,4.030532401035571,3.6841091084448325,2.1909939355969588,0.19839507678196702,0.29076011116500416,0.4603216891898665,1.386445233049394
99,0.15722389572798756,0.15927517169420038,3.7264592956769698,2.9234789260847083,3.5910792988309783,4.032539829639506,0.19038007774853366,0.28776210014107884,0.30120865527593776,0.7804700439783605
