timestep,Ours_mean_mse,Ours_std_mse,PEARL_mean_mse,PEARL_std_mse,RL2_mean_mse,RL2_std_mse,CEMRL_mean_mse,CEMRL_std_mse,MELTS_mean_mse,MELTS_std_mse
76,0.012821705288595076,0.014579056490180963,61.3199022432869,56.71253453973865,41.223913393303064,30.120598338601123,8.673269364342554,8.411012213765295,6.511859288905341,9.199873428502412
77,0.010140317289120194,0.010982838720723387,61.7190961945011,57.83405257979183,41.03080680883098,29.850774463902013,8.560573557061538,8.31452221272388,6.223599774987041,8.735408672082151
78,0.009767558333770365,0.009973653374969282,62.012751509466426,58.77971983033644,41.02864050590647,29.738965735943648,8.433352103765628,8.198642028102887,5.933217466649245,8.261413828521045
79,0.008377641825050467,0.011631043914521697,62.42784051186025,59.7126846713559,41.14970809358819,29.706735459449476,8.318391880992628,8.099195019606922,5.651611278423145,7.813755597493569
80,0.010634650195174192,0.011383385854823116,63.01934271303617,60.80999014632722,41.21521622725768,29.667309679176846,8.219401942231068,8.020357250681368,5.416403183406079,7.460997940984979
81,0.015498377001754127,0.023357772696721693,63.61131721032973,61.99009157641274,41.14082079415848,29.556981228470693,8.14313481862565,7.9672220385986865,5.203060979321251,7.122007333625547
82,0.012341189129078918,0.021463354090982746,64.11644409854486,63.25163849820185,41.042568656310294,29.58686625307866,8.074016266242323,7.931537114712093,4.980035800026104,6.757823755387996
83,0.00758269489163869,0.010565922695108788,64.70001061187307,64.67800011261059,40.98878778119514,29.69476896210751,8.008092680520578,7.903805158150464,4.732438977888448,6.391329168960447
84,0.00823428720597559,0.010323193953469294,65.26549482968656,66.07455207080476,40.83784023905714,29.584848106047698,7.946716455233958,7.879573084529041,4.5108958574334705,6.057753843244621
85,0.005489273844923998,0.005342702112190125,65.80465040229558,67.28951125062791,40.77297023613002,29.337195899286673,7.9057882477689185,7.869137293232684,4.355996356340185,5.788644369874645
86,0.003697881492427928,0.003810694849968195,66.3858681319785,68.52530866102042,40.76928940286575,29.08992052375726,7.850433214496186,7.85611417426778,4.210585167243846,5.540877041568205
87,0.020393681801427917,0.021773444434026647,67.05569062594833,69.7912250103633,40.78405865772019,29.039506925073884,7.768412101544303,7.840977708557413,4.045119516703032,5.286753407056738
88,0.008952820146474609,0.008810502898677276,67.88420461285594,71.43699077219678,40.77967521795006,29.062046603748296,7.721095616923764,7.848803693058207,3.8791326284998586,5.0440903408014
89,0.008754638126566868,0.007665134217692159,68.60124921748587,73.05925885881486,40.596809874935396,28.891358498531158,7.729289616250044,7.885183879552349,3.7424659968414176,4.844226216621809
90,0.005637467878078572,0.00407347517066603,69.07360308547608,74.33004415584077,40.46989965253065,28.6949899143413,7.744767472347468,7.934526685111696,3.632045420816696,4.682004647229844
91,0.004906398137527056,0.00521255719203323,69.42830241632205,75.25241675145098,40.48441400158217,28.630351792717796,7.751501614710275,7.9893221436197175,3.5129047321984217,4.5148340571219325
92,0.0068842271463890195,0.008370818100302376,70.00016061366307,76.36953851967483,40.502328309582886,28.685651471366775,7.767328391655225,8.057926127327226,3.387370876099122,4.342122667534101
93,0.005369726434197535,0.007889675356482826,70.77958128769995,77.9393271415834,40.42954431034313,28.625055060245565,7.794743001812118,8.140380380573752,3.2769142210482816,4.169109338100912
94,0.004636076827965186,0.006691979491001015,71.51108666329759,79.72112681528846,40.41181345117564,28.562901163718614,7.841446318348428,8.227941279756095,3.1853332814619453,4.0088438455465925
95,0.007441328768097195,0.012393718724985299,72.14325790736844,81.64570720637741,40.44844303458576,28.529032457573752,7.898622627761857,8.332786550564077,3.094039806959292,3.8682027518621314
96,0.008202680589734652,0.010017014153086364,72.8189973261492,83.34740653011886,40.38431203104523,28.293298916955706,7.942835174874833,8.450978587834673,3.000404279385979,3.7316310733518816
97,0.008138823337947432,0.010239172803797233,73.57351458670713,84.88587565185726,40.360094475833435,28.11383336674287,7.994962953541457,8.568434009827616,2.9173718467053145,3.5950412056067425
98,0.006809710518942851,0.005861521077715866,74.21296893868544,86.19245741751105,40.31647756099941,27.95427354560751,8.061453387597808,8.68420772554099,2.8494669317871457,3.4639197255691614
99,0.00533097262279547,0.0022226030591131793,74.90518900714368,87.63334191444088,40.27568983968808,27.851737477084292,8.145032052979582,8.7938135644392,2.793636228550174,3.3507297283728423
