t,episode,true_task_idx,x_before,vx_before,true_goal
0,9,2,0,0.0997753366827964,1.45
1,9,2,0,1.011197209358215,1.45
2,9,2,0,0.4923741221427917,1.45
3,9,2,0,-0.0259984377771615,1.45
4,9,2,0,0.6513592004776001,1.45
5,9,2,0,1.504509449005127,1.45
6,9,2,0,0.6975928544998169,1.45
7,9,2,0,0.5793079733848572,1.45
8,9,2,0,0.9521850943565368,1.45
9,9,2,0,0.9637705087661744,1.45
10,9,2,0,1.8837357759475708,1.45
11,9,2,0,0.696702241897583,1.45
12,9,2,0,0.640721321105957,1.45
13,9,2,0,0.1177676692605018,1.45
14,9,2,0,1.1201906204223633,1.45
15,9,2,0,1.066751480102539,1.45
16,9,2,0,0.2131623327732086,1.45
17,9,2,0,0.4697341918945312,1.45
18,9,2,0,0.2701927125453949,1.45
19,9,2,0,-0.3954805731773376,1.45
20,9,2,0,0.6878883838653564,1.45
21,9,2,0,0.4342283308506012,1.45
22,9,2,0,-0.0546114332973957,1.45
23,9,2,0,0.5155096650123596,1.45
24,9,2,0,-0.1122749000787735,1.45
25,9,2,0,0.0529008656740188,1.45
26,9,2,0,0.3390297293663025,1.45
27,9,2,0,0.059523656964302,1.45
28,9,2,0,0.1132526844739914,1.45
29,9,2,0,-0.9596807956695556,1.45
30,9,2,0,0.0843138694763183,1.45
31,9,2,0,1.054007053375244,1.45
32,9,2,0,-0.2974309921264648,1.45
33,9,2,0,0.5258594751358032,1.45
34,9,2,0,-0.1235645711421966,1.45
35,9,2,0,0.2291146218776703,1.45
36,9,2,0,0.4898428320884704,1.45
37,9,2,0,0.4122298061847687,1.45
38,9,2,0,-0.0702597275376319,1.45
39,9,2,0,0.6365930438041687,1.45
40,9,2,0,0.7659400701522827,1.45
41,9,2,0,-0.0822157189249992,1.45
42,9,2,0,-0.1647589057683944,1.45
43,9,2,0,0.9022484421730042,1.45
44,9,2,0,0.1425150483846664,1.45
45,9,2,0,0.2122871279716491,1.45
46,9,2,0,0.7571001648902893,1.45
47,9,2,0,0.0923587381839752,1.45
48,9,2,0,0.6398541927337646,1.45
49,9,2,0,-0.289427250623703,1.45
50,9,2,0,-0.2132833153009414,1.45
51,9,2,0,0.4324394762516022,1.45
52,9,2,0,-0.2935176193714142,1.45
53,9,2,0,-0.2214898020029068,1.45
54,9,2,0,0.1950677633285522,1.45
55,9,2,0,0.2309074997901916,1.45
56,9,2,0,0.3399647772312164,1.45
57,9,2,0,-0.3074010610580444,1.45
58,9,2,0,0.4164024889469147,1.45
59,9,2,0,0.0636697486042976,1.45
60,9,2,0,0.0523312129080295,1.45
61,9,2,0,-0.3716404139995575,1.45
62,9,2,0,-0.4246189594268799,1.45
63,9,2,0,0.7014456987380981,1.45
64,9,2,0,-0.1804046779870987,1.45
65,9,2,0,-0.5519963502883911,1.45
66,9,2,0,0.2795726358890533,1.45
67,9,2,0,-0.100385345518589,1.45
68,9,2,0,0.5799478888511658,1.45
69,9,2,0,0.0903704836964607,1.45
70,9,2,0,-0.4741182029247284,1.45
71,9,2,0,0.1481059342622757,1.45
72,9,2,0,-0.1042967140674591,1.45
73,9,2,0,0.0434900633990764,1.45
74,9,2,0,-0.434613436460495,1.45
75,9,2,0,0.139748066663742,1.45
76,9,2,0,-0.4035446643829345,1.45
77,9,2,0,-0.2565897703170776,1.45
78,9,2,0,-0.0024129687808454,1.45
79,9,2,0,-0.3522202968597412,1.45
80,9,2,0,-0.489665538072586,1.45
81,9,2,0,-0.7408440709114075,1.45
82,9,2,0,-0.087161399424076,1.45
83,9,2,0,-0.7736290097236633,1.45
84,9,2,0,-0.3662324845790863,1.45
85,9,2,0,-0.0728323012590408,1.45
86,9,2,0,-0.4399909973144531,1.45
87,9,2,0,-0.4851802587509155,1.45
88,9,2,0,0.130866602063179,1.45
89,9,2,0,-0.0082795927301049,1.45
90,9,2,0,0.3497815132141113,1.45
91,9,2,0,0.9477163553237916,1.45
92,9,2,0,0.3547076880931854,1.45
93,9,2,0,0.4754753112792969,1.45
94,9,2,0,0.2645772397518158,1.45
95,9,2,0,0.1493778526782989,1.45
96,9,2,0,1.045804142951965,1.45
97,9,2,0,0.659830629825592,1.45
98,9,2,0,0.7388837337493896,1.45
99,9,2,0,-0.1858127266168594,1.45
