t,episode,true_task_idx,x_before,vx_before,true_goal
500,5,0,0.0109189460833081,0.0544683992707898,9.02
501,5,0,0.0017976914365722,-0.2326190713576216,9.02
502,5,0,0.5764529004785061,1.65059918624078,9.02
503,5,0,0.6513102116291265,1.4242269167746902,9.02
504,5,0,1.352659020106595,1.6960926209958465,9.02
505,5,0,2.025371208802584,1.2950615505479832,9.02
506,5,0,2.4302096711624577,1.2249152553120335,9.02
507,5,0,2.4934292815491674,1.185088792688386,9.02
508,5,0,2.524784267927733,0.3804189347999008,9.02
509,5,0,2.5676636910181028,1.1297341042884304,9.02
510,5,0,3.715970049045526,1.7322667923982116,9.02
511,5,0,4.806717248780248,1.0371698601388415,9.02
512,5,0,4.880402869535251,1.7133168600193789,9.02
513,5,0,5.379531728396203,1.0583450376693284,9.02
514,5,0,5.461394760451244,1.8405052177207093,9.02
515,5,0,6.91519874666392,2.9725701423528097,9.02
516,5,0,7.042475158835283,2.148436563630114,9.02
517,5,0,7.680997386450935,0.9568288057009524,9.02
518,5,0,7.787786848429312,2.302275090286118,9.02
519,5,0,7.889062224396446,1.8429590552867388,9.02
520,5,0,7.969164941387326,1.5342414559973416,9.02
521,5,0,8.068527641019287,1.966497159066488,9.02
522,5,0,8.589731372645444,1.058040829416685,9.02
523,5,0,8.858877972765654,0.2401691384407412,9.02
524,5,0,8.869768141850054,0.3202136564739635,9.02
525,5,0,8.888222442573216,0.414286724381846,9.02
526,5,0,8.996239479223961,-0.3737689860748279,9.02
527,5,0,8.985290030372708,-0.0112286138136471,9.02
528,5,0,8.995625392685554,0.2726712187074573,9.02
529,5,0,9.031372498467444,0.7516905085301717,9.02
530,5,0,9.057815104490237,-0.2367481097403092,9.02
531,5,0,8.989467636583111,-0.5986114570959804,9.02
532,5,0,9.01388697059142,0.2706668995345326,9.02
533,5,0,9.043927321908368,0.5845874712803818,9.02
534,5,0,9.058698908308823,0.2081800933606072,9.02
535,5,0,9.052798286881572,-0.1877403803522371,9.02
536,5,0,9.070781756555776,0.6333250195218372,9.02
537,5,0,9.117452625592342,0.8600117772067726,9.02
538,5,0,9.118769952668798,-0.2601178537264371,9.02
539,5,0,9.127137160119643,0.1838615760439755,9.02
540,5,0,9.03548278902068,-0.8674939996355471,9.02
541,5,0,8.92610158143113,-0.50502839372173,9.02
542,5,0,8.918201652550124,-0.0615475860114941,9.02
543,5,0,8.870202779466284,-1.3390710437568716,9.02
544,5,0,8.68141494764999,0.6369397960543872,9.02
545,5,0,8.683169032749484,-0.2851793283438922,9.02
546,5,0,8.70169134383971,0.7556220799709373,9.02
547,5,0,8.745676825963821,0.8663772781566955,9.02
548,5,0,9.071635761240262,0.6174735109231047,9.02
549,5,0,9.099846146442724,0.5479509041603318,9.02
550,5,0,9.156214577716264,0.0640817973193631,9.02
551,5,0,9.09817540452898,-0.6083421130925495,9.02
552,5,0,8.755412428810013,-0.7495899068576122,9.02
553,5,0,8.753613922425032,0.3963343070964509,9.02
554,5,0,8.773899915175479,0.4053309727301955,9.02
555,5,0,8.776994388941215,-0.1490822876871645,9.02
556,5,0,8.79039007572501,0.4931016113986257,9.02
557,5,0,8.823607006987075,0.5520152723388356,9.02
558,5,0,8.909280859854974,0.4378404790387515,9.02
559,5,0,8.925836395028918,0.2605238753421591,9.02
560,5,0,9.10569184869536,0.3806094735034177,9.02
561,5,0,9.107847160416204,-0.0180985669086428,9.02
562,5,0,9.086284188603166,0.0902882956559052,9.02
563,5,0,8.94842419047712,-0.1920748573757932,9.02
564,5,0,8.932767237640482,-0.9145993020593548,9.02
565,5,0,8.923781914419123,0.1989452365024107,9.02
566,5,0,8.954172434653373,0.6128240504764926,9.02
567,5,0,8.957062277119768,-0.2270712024159803,9.02
568,5,0,8.981401357312752,0.0527825385599228,9.02
569,5,0,8.98446742256909,0.0193082429198247,9.02
570,5,0,8.980764444291804,-0.030489830128988,9.02
571,5,0,9.09158083374743,-0.1364233060005271,9.02
572,5,0,9.084728220612138,-0.1024249495157784,9.02
573,5,0,9.067315599156297,-0.4234230615084361,9.02
574,5,0,9.222118068419384,-0.3988275093976529,9.02
575,5,0,9.01084310963444,-0.6702066088790274,9.02
576,5,0,8.935392370949641,-0.533298253282248,9.02
577,5,0,8.981019136555163,-0.3972628626110066,9.02
578,5,0,8.983349884755215,0.251876799878833,9.02
579,5,0,8.995366745920437,0.0903663861221612,9.02
580,5,0,9.003729622860602,0.2474927474231118,9.02
581,5,0,9.003090357015243,-0.1152581085387856,9.02
582,5,0,9.010156874756929,0.0852342716005932,9.02
583,5,0,9.03302635055607,0.4953691850042658,9.02
584,5,0,9.018905882114556,-0.5409752448016434,9.02
585,5,0,9.036081658355386,-0.3724789172515348,9.02
586,5,0,8.9665491942877,-1.4038834784400938,9.02
587,5,0,8.82518427850824,-0.2319877451190737,9.02
588,5,0,9.029301945306711,-0.7667902173793475,9.02
589,5,0,9.00857722831956,-0.1150792329726256,9.02
590,5,0,8.986084553531986,0.1036004707171786,9.02
591,5,0,8.985310663796104,-0.0152538219330475,9.02
592,5,0,9.002512984707144,-1.0482051544433406,9.02
593,5,0,8.973940350409258,-0.2320285845209788,9.02
594,5,0,8.988141465186033,0.4199982811725228,9.02
595,5,0,9.012886823171376,0.271683718044645,9.02
596,5,0,8.977965644380978,-0.1388765998987471,9.02
597,5,0,9.043658539977049,0.7575130646934565,9.02
598,5,0,9.068126833498331,-0.1753927074230383,9.02
599,5,0,9.088305373370511,0.687434757886965,9.02
