epoch,mean,std,upper,lower,mean_smooth,std_smooth,upper_smooth,lower_smooth
44,-216.91139333333334,17.879563722922125,-199.03182961041122,-234.79095705625545,-238.41057611111108,46.06453215098173,-192.3460439601294,-284.47510826209276
45,-211.3683133333333,17.55389263971481,-193.8144206936185,-228.9222059730481,-237.97070955555554,45.706155344294444,-192.26455421126107,-283.67686489985005
46,-209.57966,12.898040042180831,-196.68161995781915,-222.47770004218083,-237.1716858888889,44.79691326524064,-192.37477262364825,-281.9685991541295
47,-218.5189,10.524172974409916,-207.9947270255901,-229.0430729744099,-236.0621445555556,42.90565536118753,-193.15648919436802,-278.9677999167431
48,-221.48408000000003,15.128221301831882,-206.35585869816816,-236.6123013018319,-235.56157788888888,41.785997469931544,-193.77558041895733,-277.3475753588204
49,-215.36388666666667,12.623198298598235,-202.74068836806845,-227.9870849652649,-234.80390377777778,41.02649982322155,-193.77740395455623,-275.8304036009993
50,-217.00966333333335,17.899785503185036,-199.10987783014832,-234.90944883651838,-233.83046000000002,39.99131471932936,-193.83914528067064,-273.82177471932937
51,-219.34452333333334,15.014157093844254,-204.33036623948908,-234.3586804271776,-233.131771,39.06998635877513,-194.06178464122488,-272.2017573587751
52,-216.03048666666666,15.573717689011618,-200.45676897765503,-231.6042043556783,-232.1860102222222,38.14578555988384,-194.0402246623384,-270.33179578210604
53,-223.63187666666667,14.095508713786577,-209.53636795288008,-237.72738538045326,-231.527251,36.85580282468315,-194.67144817531687,-268.38305382468315
54,-221.52773000000002,21.148976475555504,-200.3787535244445,-242.67670647555553,-230.27753844444445,35.577325609172775,-194.70021283527166,-265.8548640536172
55,-220.00796,22.597660191834024,-197.41029980816597,-242.60562019183402,-228.853721,33.6620763591272,-195.1916446408728,-262.5157973591272
56,-219.34658333333334,17.5209387712141,-201.82564456211924,-236.86752210454745,-227.1618935555556,31.193053204190868,-195.9688403513647,-258.35494675974644
57,-222.09496,27.467117284442136,-194.62784271555785,-249.56207728444213,-225.16093433333333,27.318022733311885,-197.84291160002147,-252.47895706664522
58,-221.8477366666667,13.989265228711378,-207.8584714379553,-235.83700189537808,-222.11561833333332,22.4172787684396,-199.6983395648937,-244.53289710177293
59,-216.60818666666668,21.516041498438632,-195.09214516822806,-238.1242281651053,-221.03153888888892,21.95753781041124,-199.07400107847764,-242.98907669930014
60,-213.90551000000002,11.998534188324836,-201.90697581167518,-225.90404418832486,-220.96887677777778,21.584609241826918,-199.38426753595087,-242.55348601960472
61,-211.83010666666667,8.724438223245865,-203.1056684434208,-220.55454488991253,-220.40598199999997,20.3734958921018,-200.03248610789822,-240.77947789210182
62,-229.5839533333333,18.033613744530896,-211.55033958880242,-247.6175670778642,-220.82464877777778,20.31446975424151,-200.51017902353627,-241.1391185320193
63,-230.81461666666667,21.1136791009557,-209.70093756571097,-251.92829576762236,-220.95288200000002,20.178013690980908,-200.7748683090191,-241.1308956909809
64,-222.57702666666668,29.551962379852764,-193.02506428681392,-252.12898904651945,-220.0759908888889,19.467194614012516,-200.6087962748764,-239.54318550290142
65,-223.71447333333333,7.008060157913414,-216.70641317541993,-230.72253349124674,-219.6298306666667,18.64211049040833,-200.98772017625834,-238.271941157075
66,-217.21409000000003,21.622287166465522,-195.5918028335345,-238.83637716646555,-219.82737566666665,18.270875777397727,-201.55649988926896,-238.0982514440644
67,-219.23365666666666,13.90167152238295,-205.33198514428372,-233.1353281890496,-219.34924633333333,17.674426606173117,-201.67481972716024,-237.02367293950647
68,-223.28834000000003,15.581803579634169,-207.70653642036586,-238.8701435796342,-219.02871877777778,17.051410463054722,-201.97730831472308,-236.0801292408325
69,-218.4412033333333,13.260138441623958,-205.18106489170935,-231.70134177495726,-218.69467455555557,16.636748429522083,-202.0579261260335,-235.33142298507764
70,-220.38361999999998,21.348024035027226,-199.03559596497274,-241.73164403502722,-218.94743333333335,16.967487144825185,-201.97994618850814,-235.9149204781585
71,-229.02999333333332,36.118397946516595,-192.9115953868167,-265.14839127984993,-219.35947444444443,17.54978875149998,-201.80968569294447,-236.90926319594442
72,-221.25684666666666,30.48522445934969,-190.77162220731697,-251.74207112601636,-219.52390577777777,18.010180363414168,-201.51372541436365,-237.53408614119195
73,-223.31938333333335,31.43019302473394,-191.8891903085994,-254.7495763580673,-219.842292,18.453609513341284,-201.3886824866587,-238.2959015133413
74,-228.04271333333335,32.82576471343864,-195.2169486198947,-260.868478046772,-220.213336,18.951816213025168,-201.26151978697482,-239.16515221302515
75,-233.59352333333334,41.03961316993174,-192.5539101634016,-274.63313650326506,-220.95417633333332,19.7346735640324,-201.21950276930096,-240.68884989736574
76,-224.5749933333333,24.417146378742398,-200.15784695459092,-248.9921397120757,-221.45402077777777,20.118643775251122,-201.33537700252666,-241.57266455302891
77,-223.62243333333333,28.081033581243645,-195.5413997520897,-251.70346691457698,-221.62413855555553,20.70387246214558,-200.92026609341,-242.32801101770113
78,-207.68763,28.075373230372204,-179.6122567696278,-235.76300323037222,-221.1642568888889,21.135444193096923,-200.028812695792,-242.2997010819858
79,-216.23265333333333,27.061734011035465,-189.17091932229786,-243.2943873443688,-221.1932157777778,21.61672871684483,-199.57648706093295,-242.8099444946226
80,-219.53429666666668,35.11541812491534,-184.41887854175133,-254.64971479158203,-221.27737022222223,22.19058313756917,-199.08678708465305,-243.46795335979138
81,-215.74924000000001,35.98834663269348,-179.76089336730655,-251.73758663269348,-221.15752744444447,22.889722788864148,-198.26780465558028,-244.0472502333086
82,-222.52463,39.857922991624896,-182.6667070083751,-262.3825529916249,-221.3739988888889,23.699196298951257,-197.67480258993766,-245.07319518784016
83,-217.28063333333333,39.61372847985698,-177.66690485347635,-256.8943618131903,-221.16229077777777,24.549803624486938,-196.61248715329083,-245.71209440226474
84,-218.64246666666668,46.490707540518606,-172.15175912614808,-265.1331742071853,-221.06611533333336,25.39452799331904,-195.6715873400143,-246.4606433266524
85,-218.34872666666664,40.71010950199143,-177.6386171646752,-259.05883616865805,-221.01080755555554,25.998276303657622,-195.01253125189797,-247.00908385921318
86,-218.09148333333334,39.16190472175522,-178.9295786115781,-257.2533880550886,-220.9689708888889,26.719641835342323,-194.24932905354657,-247.68861272423118
87,-216.78961333333336,33.143239893969834,-183.64637343936351,-249.9328532273032,-220.792126,26.90884592232658,-193.88328007767342,-247.7009719223266
88,-224.53866000000002,31.09106560592448,-193.44759439407554,-255.6297256059245,-220.88182344444445,27.478905934900354,-193.40291750954412,-248.3607293793448
89,-226.32235666666665,41.046507693827415,-185.27584897283924,-267.36886436049406,-221.2056291111111,28.129921474746645,-193.07570763636448,-249.33555058585773
90,-217.68765666666664,21.132821422598383,-196.55483524406827,-238.820478089265,-221.33170066666668,28.434397715889094,-192.89730295077757,-249.76609838255578
91,-217.64779333333334,25.185514788870872,-192.46227854446246,-242.83330812220422,-221.52562355555557,28.983100268076598,-192.54252328747896,-250.50872382363212
92,-222.52050666666665,27.714875151756196,-194.80563151491046,-250.23538181842284,-221.29017533333334,29.30580898165077,-191.98436635168255,-250.5959843149841
93,-214.07101666666668,15.251688508792503,-198.81932815787417,-229.3227051754592,-220.73205533333334,29.110409295245333,-191.621646038088,-249.84246462857865
94,-215.98233333333334,18.026486799968346,-197.955846533365,-234.0088201333017,-220.51223222222222,28.72622677591585,-191.78600544630635,-249.23845899813807
95,-217.77747333333332,17.599775730316374,-200.17769760301695,-235.37724906364969,-220.31433222222222,29.079283961662618,-191.2350482605596,-249.39361618388483
96,-217.96876999999998,20.938896275677955,-197.02987372432202,-238.90766627567794,-220.33948822222223,29.056504265303033,-191.2829839569192,-249.39599248752523
97,-212.38956999999996,21.313648693076935,-191.07592130692302,-233.7032186930769,-220.11135199999998,29.303570170992828,-190.80778182900715,-249.4149221709928
98,-219.82420333333334,21.24502871004493,-198.57917462328842,-241.06923204337826,-219.99588077777778,29.492344342006522,-190.50353643577125,-249.4882251197843
99,-223.81197333333333,30.245025974699267,-193.56694735863405,-254.0569993080326,-220.17490644444445,30.0585072597757,-190.11639918466875,-250.23341370422014
100,-225.32457333333332,26.603294696126145,-198.72127863720718,-251.92786802945946,-220.33960488888889,30.233682948478993,-190.1059219404099,-250.57328783736787
101,-225.35257000000001,35.55868252287757,-189.79388747712244,-260.9112525228776,-220.21702411111113,30.215025767691028,-190.00199834342007,-250.4320498788021
102,-217.54702333333333,27.774571919628816,-189.77245141370452,-245.32159525296214,-220.09336333333334,30.12467068303367,-189.96869265029963,-250.218034016367
103,-223.60041,26.623591053426647,-196.97681894657336,-250.22400105342666,-220.10273088888889,29.964450617323426,-190.1382802715655,-250.0671815062123
104,-237.64055999999997,53.29848350059126,-184.3420764994087,-290.9390435005912,-220.4226591111111,30.64687457689518,-189.77578453421594,-251.0695336880063
105,-237.37103333333334,40.8866968935647,-196.48433643976864,-278.25773022689805,-220.54857611111112,30.64177736768294,-189.90679874342817,-251.19035347879404
106,-243.2117333333333,45.64805024490348,-197.56368308842983,-288.8597835782368,-221.16980077777777,31.349474163221647,-189.8203266145561,-252.51927494099942
107,-237.95018000000002,49.45659855768895,-188.49358144231107,-287.406778557689,-221.64739233333333,32.06199299576982,-189.58539933756353,-253.70938532910316
108,-258.3098333333333,57.22305070374466,-201.08678262958864,-315.53288403707796,-223.3347991111111,33.03358224488224,-190.30121686622886,-256.36838135599334
109,-251.08675333333335,52.790370724310456,-198.29638260902288,-303.8771240576438,-224.49660244444442,33.89120346865807,-190.6053989757864,-258.3878059131025
110,-239.51374666666666,67.37230026848299,-172.1414463981837,-306.88604693514964,-225.1625841111111,34.96643287344366,-190.19615123766746,-260.12901698455477
111,-254.0032266666667,64.23714108263641,-189.7660855840303,-318.2403677493031,-226.43771699999996,35.90805935510842,-190.52965764489156,-262.3457763551084
112,-243.13647666666665,59.06761450330066,-184.068862163366,-302.20409116996734,-227.12477855555554,36.54838240549761,-190.57639615005795,-263.67316096105316
113,-251.1896,80.29817814531597,-170.89142185468404,-331.487778145316,-228.25507744444445,37.90453072767958,-190.35054671676485,-266.159608172124
114,-246.14242,67.69618243348513,-178.44623756651487,-313.8386024334851,-229.17174255555557,38.611379890778466,-190.56036266477707,-267.783122446334
115,-253.1887133333333,94.71000047820417,-158.47871285512915,-347.8987138115375,-230.33307544444446,40.411376256652225,-189.9216991877922,-270.74445170109664
116,-244.84706333333335,67.28182923417015,-177.5652340991632,-312.1288925675035,-231.22492811111113,41.348707073732726,-189.87622103737837,-272.57363518484385
117,-249.9378,78.76460801509077,-171.17319198490924,-328.7024080150908,-232.32986766666667,42.86941934443676,-189.46044832222995,-275.1992870111034
118,-255.08766666666665,80.00921946974631,-175.07844719692034,-335.096886136413,-233.34816788888887,44.500024473230816,-188.84814341565806,-277.8481923621197
119,-249.87901333333332,65.8849378487142,-183.99407548461912,-315.76395118204755,-234.13338977777778,45.32797214506037,-188.8054176327174,-279.4613619228382
120,-246.21437,59.299209005575285,-186.91516099442472,-305.5135790055753,-235.08428022222222,46.60018506449293,-188.48409515772929,-281.6844652867151
121,-242.08119666666667,49.60723379555076,-192.4739628711159,-291.6884304622174,-235.89872700000004,47.414242364715605,-188.48448463528442,-283.31296936471557
122,-246.90620666666666,54.099393473717726,-192.80681319294894,-301.0056001403844,-236.71158366666668,48.29372630878098,-188.41785735788568,-285.0053099754477
123,-245.49493999999996,59.854530564161124,-185.64040943583882,-305.3494705641611,-237.75904777777777,49.78048771062661,-187.97856006715116,-287.53953548840434
124,-253.8020333333333,67.57579754883353,-186.22623578449975,-321.37783088216685,-239.01970444444444,51.43213140225544,-187.587573042189,-290.45183584669996
125,-246.46873666666667,48.979449483104965,-197.48928718356171,-295.44818614977163,-239.97607988888888,52.4781205273484,-187.49795936154047,-292.4542004162373
126,-240.6451066666667,45.15454700935149,-195.4905596573152,-285.7996536760182,-240.7319577777778,53.28530888513752,-187.44664889264024,-294.01726666291523
127,-242.48443666666665,49.123142210388295,-193.36129445627836,-291.60757887705495,-241.73512,54.212292002381226,-187.52282799761878,-295.94741200238127
128,-242.86872333333335,43.55968539646761,-199.30903793686574,-286.42840872980094,-242.50327066666665,54.95611389192865,-187.54715677473803,-297.4593845585953
129,-233.73715666666666,43.593920139171175,-190.1432365274955,-277.3310768058378,-242.8341101111111,55.40107703074438,-187.43303308036673,-298.23518714185553
130,-250.09455666666668,59.99569502617027,-190.0988616404964,-310.09025169283694,-243.65977622222223,56.514157041745854,-187.14561918047636,-300.1739332639681
131,-239.32678666666666,40.71664832878725,-198.61013833787942,-280.04343499545394,-244.12558344444446,56.68608923527617,-187.43949420916826,-300.81167267972063
132,-234.92871666666667,40.729443542396126,-194.19927312427055,-275.65816020906277,-244.7049732222222,57.11791828936842,-187.58705493285382,-301.8228915115907
133,-240.83027333333334,52.767151820602685,-188.06312151273065,-293.597425153936,-245.27930199999997,57.989370314940956,-187.28993168505903,-303.26867231494094
134,-242.40792666666667,46.339366590778226,-196.06856007588846,-288.7472932574449,-245.4382142222222,57.757399751280516,-187.6808144709417,-303.1956139735027
135,-232.11121333333332,37.844692619388944,-194.26652071394437,-269.9559059527223,-245.2628868888889,57.65599960880799,-187.6068872800809,-302.9188864976969
136,-240.53355333333334,34.388974167515286,-206.14457916581807,-274.9225275008486,-245.17361422222223,57.28069707289505,-187.8929171493272,-302.4543112951173
137,-242.62849666666668,40.158549503489716,-202.46994716317695,-282.7870461701564,-245.3295581111111,56.970762104421745,-188.35879600668935,-302.30032021553285
138,-238.43728666666667,46.499744526724385,-191.93754213994228,-284.937031193391,-244.6671398888889,56.61331856518773,-188.05382132370116,-301.2804584540766
139,-237.1299333333333,45.59226978304691,-191.5376635502864,-282.72220311638023,-244.20191255555557,56.373381867145625,-187.82853068840993,-300.57529442270123
140,-239.69457666666668,38.99710786919504,-200.69746879747163,-278.6916845358617,-244.20794022222222,55.427542120502686,-188.78039810171953,-299.63548234272486
141,-237.6869166666667,35.12776813199259,-202.5591485346741,-272.8146847986593,-243.6640632222222,54.45722968881456,-189.20683353340766,-298.1212929110368
142,-231.92329333333336,26.57419101152531,-205.34910232180806,-258.49748434485866,-243.29029044444445,53.37411557242205,-189.91617487202242,-296.6644060168665
143,-221.63228,8.581686413083382,-213.05059358691662,-230.2139664130834,-242.30504644444446,50.9835658480143,-191.32148059643015,-293.2886122924587
144,-232.05713666666668,19.65789617952627,-212.39924048714042,-251.71503284619294,-241.835537,49.382289639549,-192.453247360451,-291.21782663954895
145,-228.09335333333334,24.774237499802766,-203.3191158335306,-252.8675908331361,-240.99902500000002,47.051097540268955,-193.94792745973103,-288.05012254026894
146,-232.479,25.82212982232681,-206.6568701776732,-258.3011298223268,-240.5867562222222,45.66910755987417,-194.91764866234806,-286.2558637820964
147,-231.37442666666666,36.146937080804406,-195.22748958586226,-267.52136374747107,-239.9679771111111,44.248518528731296,-195.71945858237981,-284.21649563984244
148,-232.62922000000003,22.215958294226247,-210.41326170577378,-254.8451782942263,-239.21936222222223,42.32207648954729,-196.89728573267493,-281.54143871176956
149,-236.80538333333334,23.69591371720941,-213.10946961612393,-260.50129705054275,-238.78357455555553,40.9157756851638,-197.86779887039174,-279.69935024071935
150,-234.16693,21.126043118097147,-213.04088688190285,-255.29297311809717,-238.38199322222223,39.64333682224787,-198.73865639997436,-278.0253300444701
151,-243.03477999999998,40.77811733021525,-202.25666266978473,-283.81289733021526,-238.41377933333334,39.34903294007001,-199.0647463932633,-277.76281227340337
152,-244.75981000000002,36.03831191448486,-208.72149808551515,-280.79812191448485,-238.34223277777775,38.74699688809558,-199.5952358896822,-277.08922966587335
153,-240.64694,34.90732817832524,-205.73961182167477,-275.55426817832523,-238.1806327777778,37.91542347523439,-200.2652093025434,-276.09605625301214
154,-233.33671,34.573349334788205,-198.7633606652118,-267.91005933478823,-237.49845533333334,36.81534186809954,-200.6831134652338,-274.31379720143286
155,-234.1239633333333,38.75551548412344,-195.36844784920987,-272.87947881745674,-237.0869628888889,36.47454406813349,-200.6124188207554,-273.56150695702235
156,-227.30583,24.40246282886832,-202.90336717113166,-251.7082928288683,-236.64232033333334,35.782807928784045,-200.85951240454926,-272.42512826211737
157,-227.16391333333334,35.70657754838083,-191.4573357849525,-262.87049088171415,-236.13163622222223,35.33558910671714,-200.79604711550508,-271.4672253289394
158,-228.32601999999997,31.29831763563818,-197.0277023643618,-259.62433763563814,-235.64687944444447,34.92687684802282,-200.72000259642164,-270.57375629246724
159,-229.32829,36.74698849687279,-192.58130150312724,-266.0752784968728,-235.49991722222222,34.698645793279546,-200.80127142894267,-270.19856301550175
160,-233.98307666666665,45.96604042012901,-188.01703624653763,-279.94911708679564,-234.96286788888887,34.23099063974484,-200.73187724914405,-269.1938585286337
161,-228.4442,37.08716468350876,-191.35703531649125,-265.53136468350874,-234.60011500000002,34.11000785156888,-200.49010714843112,-268.7101228515689
162,-235.57833666666667,46.24201079173172,-189.33632587493494,-281.8203474583984,-234.621769,34.29376009321341,-200.3280089067866,-268.9155290932134
163,-228.48180000000002,36.557983911588984,-191.92381608841103,-265.039783911589,-234.21015322222223,33.753454496246285,-200.45669872597594,-267.9636077184685
164,-227.86172333333332,34.374828955835305,-193.486894377498,-262.2365522891686,-233.72527977777779,33.354636575081514,-200.37064320269624,-267.0799163528593
165,-230.41444,38.45258333630654,-191.96185666369348,-268.86702333630654,-233.66872066666667,33.37489959897877,-200.2938210676879,-267.0436202656454
166,-229.36933333333332,38.7032673086683,-190.666066024665,-268.0726006420016,-233.29658,33.518709370350535,-199.77787062964947,-266.8152893703505
167,-228.28818666666666,38.37063994491143,-189.91754672175523,-266.6588266115781,-232.81856966666666,33.45911238506459,-199.35945728160206,-266.27768205173123
168,-227.34757,36.469265932018715,-190.87830406798128,-263.8168359320187,-232.44891244444443,33.124763098574405,-199.32414934587004,-265.57367554301885
169,-226.06312666666668,31.34597670892445,-194.71714995774224,-257.40910337559114,-232.0800188888889,32.64988666277033,-199.43013222611856,-264.7299055516592
170,-219.39797666666664,33.70219115757361,-185.695785509093,-253.10016782424026,-231.40346555555556,32.47338943904961,-198.93007611650594,-263.87685499460514
171,-231.12740333333332,37.078769196765855,-194.04863413656747,-268.2061725300992,-231.18481511111113,32.538422807875385,-198.64639230323573,-263.7232379189865
172,-234.10344,40.13349544595886,-193.96994455404115,-274.23693544595886,-231.2574866666667,32.990399622356506,-198.26708704431016,-264.24788628902314
173,-231.67501333333334,36.696751299401605,-194.97826203393174,-268.37176463273494,-231.59224444444445,33.92756845190044,-197.664675992544,-265.5198128963449
174,-230.50474666666665,32.314503674582916,-198.19024299208374,-262.8192503412496,-231.5404981111111,34.34945536840233,-197.1910427427088,-265.88995347951345
175,-234.08576333333335,41.025941903577696,-193.05982142975566,-275.11170523691106,-231.7402451111111,34.89117884852816,-196.84906626258297,-266.6314239596393
176,-221.28152,31.494622726630652,-189.78689727336933,-252.77614272663067,-231.3669957777778,35.08026194533829,-196.2867338324395,-266.4472577231161
177,-224.51332333333335,28.970984590024436,-195.5423387433089,-253.4843079233578,-231.13829233333334,34.84106352897896,-196.29722880435438,-265.9793558623123
178,-228.80510333333334,30.163478798245965,-198.64162453508737,-258.9685821315793,-231.01082177777778,35.10598087911295,-195.90484089866484,-266.11680265689074
179,-204.2760033333333,21.35441066280532,-182.92159267052799,-225.63041399613863,-229.9265091111111,35.02793077729948,-194.89857833381163,-264.9544398884106
180,-219.45574666666667,26.948882589462468,-192.5068640772042,-246.40462925612914,-229.4361363333333,35.22202542634499,-194.21411090698834,-264.6581617596783
181,-206.07569333333333,22.712644949600946,-183.36304838373238,-228.7883382829343,-228.20416677777774,34.61984301365784,-193.58432376411992,-262.8240097914356
182,-209.78991,23.542045921017575,-186.24786407898242,-233.33195592101757,-227.03850344444444,34.2033008138756,-192.83520263056883,-261.24180425832003
183,-205.60401000000002,23.397556883057266,-182.20645311694275,-229.00156688305728,-225.87040577777776,33.81964177070001,-192.0507640070778,-259.69004754847776
184,-239.98141333333334,57.28782269137598,-182.69359064195737,-297.2692360247093,-226.09189588888887,34.57679088258626,-191.51510500630263,-260.6686867714751
185,-233.87675666666667,49.14393293009253,-184.73282373657412,-283.0206895967592,-226.08365566666666,34.92307146411857,-191.1605842025481,-261.00672713078524
186,-231.02813666666665,48.80120191927687,-182.22693474738978,-279.8293385859435,-226.20773255555554,35.736362767132185,-190.47136978842337,-261.94409532268776
187,-236.47453,41.027885854341804,-195.44664414565818,-277.5024158543418,-226.51808644444446,35.91373971066422,-190.60434673378026,-262.43182615510864
188,-237.0807166666667,51.603213869903826,-185.47750279676285,-288.68393053657053,-226.80990966666664,36.59056958513974,-190.21934008152692,-263.4004792518064
189,-234.17626333333337,39.31836681005754,-194.85789652327583,-273.4946301433909,-226.97150877777779,36.67628219557923,-190.29522658219855,-263.647790973357
190,-234.78113666666664,41.15744739001719,-193.62368927664946,-275.93858405668385,-226.99811077777778,36.515995761242166,-190.48211501653563,-263.51410653901996
191,-229.42968666666664,39.02866399015514,-190.4010226765115,-268.4583506568218,-227.03096033333333,36.580712404797055,-190.45024792853627,-263.6116727381304
192,-235.72121666666666,42.05462626500721,-193.66659040165945,-277.7758429316739,-227.035723,36.441132920572905,-190.5945900794271,-263.4768559205729
193,-223.56965333333335,24.635040420069007,-198.93461291326435,-248.20469375340235,-226.87198477777778,36.04370147085557,-190.8282833069222,-262.91568624863334
194,-219.11832666666666,19.45351351265969,-199.66481315400696,-238.57184017932636,-226.5805382222222,35.546324289416376,-191.03421393280584,-262.12686251163865
