epoch,mean_smooth,upper_smooth,lower_smooth
1,0.5130966384481118,0.5926178483811143,0.4335754285151093
11,1.1325590325057424,1.756825833292637,0.5082922317188477
21,3.377631135513933,4.722597641601645,2.0326646294262205
31,9.95661719368469,13.101361378858407,6.811873008510973
41,17.460283977970892,22.243573675855252,12.67699428008653
51,23.366702347990753,29.570464919798386,17.16293977618312
61,33.705920455559564,43.31189306344473,24.099947847674397
71,43.459233281465096,59.2102819329227,27.708184630007487
81,50.214320511426195,70.85274275128614,29.57589827156624
91,58.460372183537594,86.34232031904325,30.578424048031923
101,65.51433897612856,102.82610582515302,28.20257212710408
111,70.97966287094542,114.65896213190219,27.30036360998865
121,76.16407756839283,124.10060648976435,28.227548647021322
131,80.3971744477595,131.82227507471268,28.972073820806322
141,80.64411902871694,133.09816020362712,28.190077853806756
151,80.65930364440366,130.44846348852406,30.870143800283262
161,80.74960743683464,130.84485973917404,30.65435513449522
171,80.8064687739652,126.24272353438657,35.37021401354385
181,82.20033672976037,123.30082105703815,41.09985240248257
191,82.06451788377592,116.93189433540067,47.197141432151184
201,83.91454183659293,114.39933483188993,53.42974884129594
211,86.21725099368987,110.09097678538551,62.343525201994254
221,88.86186627878247,110.79379111249278,66.92994144507216
231,90.73585160013705,112.0329675104399,69.43873568983422
241,93.33301865884451,113.31750738286826,73.34852993482075
251,95.91814539027636,114.9624002177037,76.873890562849
261,98.73814288094505,117.06560137935178,80.41068438253832
271,100.80687488070575,117.78707670322449,83.82667305818703
281,104.0735068641295,119.66698541834091,88.48002830991808
291,106.43142418441168,121.64029481791935,91.22255355090401
301,107.6429657863254,121.9807715960784,93.30515997657243
311,102.55508748418829,117.57589676003498,87.53427820834162
321,99.69141780235246,115.89460056415957,83.48823504054535
331,96.85191306086121,113.13658944699657,80.56723667472588
341,93.68347472647527,112.15312261748787,75.21382683546267
351,90.94845987027801,110.508743992369,71.38817574818704
361,93.5015148865738,112.61300071737541,74.39002905577219
371,94.51128663106427,112.2242539832212,76.79831927890731
381,94.5056874554472,111.80646858459359,77.20490632630083
391,95.48784764590853,110.93001310200304,80.045682189814
401,91.74629702991882,105.09083754184931,78.40175651798833
411,75.67710988613632,87.71215962849672,63.64206014377592
421,59.04430796179585,70.34356400606933,47.74505191752236
431,42.5356847933246,52.52210712614351,32.54926246050568
441,26.85835570595279,35.71289575418492,18.00381565772066
451,14.68840597517217,23.322634486539886,6.054177463804455
461,14.924600044786235,22.660639834367327,7.188560255205143
471,15.602520716265873,23.14708475199508,8.057956680536671
481,17.205175256070387,25.319528744034198,9.090821768106576
491,18.51593474970424,26.486487341600142,10.545382157808342
501,19.63002807319127,27.389038399149236,11.871017747233305
511,19.828746793404772,28.95709056523877,10.700403021570782
521,20.088358925579424,28.927643070266992,11.249074780891863
531,19.757558603416587,28.186002056346194,11.329115150486983
541,18.091759665848056,27.201488735474804,8.982030596221309
551,17.11943495215953,26.73737277189428,7.501497132424783
561,17.367182445508856,26.896190251383867,7.8381746396338405
571,17.16532052282445,26.97883383533348,7.351807210315425
581,16.431500406119202,26.42061861068992,6.442382201548484
591,16.98842567500812,27.529695848233292,6.447155501782945
601,17.47620907324979,27.75093422069373,7.201483925805855
611,18.662824156182502,30.157776338840282,7.167871973524728
621,20.62642330800887,32.29313599218834,8.9597106238294
631,21.355037473838614,34.24647161593929,8.463603331737936
641,23.382710064035827,37.01905255068363,9.746367577388027
651,24.44292306290523,38.82656088786451,10.059285237945954
661,25.819108119877455,40.38701963972815,11.251196600026754
671,26.929912076686215,42.37571228309467,11.484111870277763
681,27.427292952348957,42.53453236447899,12.320053540218916
691,27.131684928988093,41.271145340623576,12.992224517352604
701,28.49541794368623,43.06034331157996,13.930492575792504
711,28.900943612901024,42.76224557150785,15.039641654294202
721,29.644476936776314,43.94150926276614,15.347444610786486
731,32.076112278830585,47.32652899193063,16.825695565730538
741,33.77465193762463,50.19358450708989,17.355719368159377
751,36.420413783107044,54.04137675662696,18.79945080958713
761,39.56624269476394,59.933711967178816,19.198773422349067
771,43.753564419662844,65.32323742607714,22.18389141324854
781,45.95668460139823,67.13643576797084,24.776933434825633
791,49.565063551790246,71.96074064200478,27.1693864615757
801,51.695415169162914,74.7852515011472,28.605578837178637
811,55.49831899381411,78.90502451068367,32.091613476944545
821,57.41364350440893,84.24341282454853,30.583874184269334
831,64.07243399065118,95.63958913375578,32.505278847546585
841,67.50007839022496,101.83902527379955,33.16113150665037
851,72.89153995267026,109.75267474983542,36.030405155505115
861,77.14934543409612,113.9038870731044,40.394803795087824
871,81.13489294854088,117.4448171032179,44.824968793863825
881,83.41236703950506,120.41156257649726,46.41317150251287
891,88.33676234487228,127.76045111900021,48.91307357074433
901,90.59236930904612,131.14315169053177,50.04158692756046
911,90.87303659118197,132.06718371782043,49.678889464543516
921,95.99139640439455,138.55112846727997,53.43166434150911
931,97.84703935747439,140.59716623269549,55.09691248225331
941,99.50216414274578,145.12803930446057,53.87628898103101
951,102.64202762126928,153.68143441773285,51.602620824805754
961,107.46767410754344,162.16194401335864,52.77340420172825
971,107.84275605501907,164.38736275388953,51.298149356148635
981,112.95764604412503,174.08495460926585,51.83033747898422
991,119.43450145180219,182.73239680026373,56.136606103340654
1001,123.23110292634567,186.95656265057875,59.505643202112594
1011,126.68953451827838,197.8159044992932,55.56316453726355
1021,129.24335664762927,208.86423704391925,49.62247625133934
1031,130.99034679300775,216.2756874743864,45.70500611162912
1041,130.76011622449587,219.57110504692807,41.9491274020637
1051,133.30827484940062,224.99255599260425,41.62399370619701
1061,134.66677858687441,227.68203528847974,41.651521885269084
1071,137.31817163801668,231.33441218857297,43.30193108746036
1081,141.6041582010247,236.43382746087212,46.77448894117727
1091,143.8766770143319,237.95361919482127,49.799734833842514
1101,145.79748991605973,244.1987362022839,47.39624362983551
1111,147.02724594875218,246.2438667747076,47.81062512279678
1121,151.06927155382434,251.0435851205371,51.09495798711159
1131,152.8489016795807,250.1271182426732,55.5706851164882
1141,154.31870871109587,255.81730608849756,52.82011133369418
1151,155.63824148421864,259.22148559825166,52.05499737018564
1161,156.9651059051974,261.49088866236553,52.43932314802922
1171,159.48855502112193,265.96935370282677,53.007756339417156
1181,158.86203712750893,268.57679952323264,49.14727473178517
1191,159.78789182792647,269.26029758434083,50.31548607151207
1201,161.58177082429677,267.2592874596461,55.904254188947434
1211,164.44848199401181,272.2868585264907,56.610105461532996
1221,164.68769094292037,271.376907380836,57.99847450500475
1231,167.24212266268336,278.60256291290955,55.881682412457145
1241,167.1586927526137,278.69843163592026,55.61895386930707
1251,166.03673354638678,277.1547435399428,54.91872355283077
1261,166.31622984515798,277.8338576468823,54.79860204343364
1271,165.50569691733014,276.4675957740634,54.54379806059682
1281,166.7616027298044,278.5968872701839,54.926318189424876
1291,170.3845973829228,287.26660987251074,53.5025848933349
1301,174.70464135280577,297.62899738629295,51.780285319318565
1311,170.09723991211385,285.2484371568686,54.94604266735915
1321,172.93117006878222,293.20574959228003,52.656590545284395
1331,171.06554993284703,285.87717447747644,56.25392538821765
1341,171.71224300295845,283.6837154138647,59.74077059205213
1351,168.81288429459255,282.028799311175,55.59696927801012
1361,176.3075865418021,296.5485544697511,56.06661861385308
1371,176.31687781496166,294.8890682508584,57.744687379064956
1381,181.63132344606848,300.1350077189564,63.1276391731806
1391,177.48505818951048,289.33385593500594,65.63626044401506
1401,183.0794444027066,294.7698817697072,71.38900703570603
1411,174.00738673901694,277.27587753090864,70.73889594712527
1421,173.12533581875817,278.3452094938199,67.90546214369651
1431,170.39652055007548,281.40281712079457,59.39022397935638
1441,176.58006126009656,301.3179514122774,51.84217110791574
1451,177.55665773085195,301.96442298806255,53.14889247364136
1461,188.60352312669073,324.1528645473184,53.05418170606302
1471,185.63827576158164,317.19285101644,54.083700506723325
1481,187.3291521832567,318.0908751466786,56.567429219834786
1491,183.85906654137008,303.53847231889796,64.17966076384218
1501,178.96285909254854,298.8250695386084,59.100648646488686
1511,178.85222165164495,294.79058387626577,62.9138594270241
1521,187.45725364165042,306.9851044686406,67.92940281466022
1531,188.2460915353082,311.64458924790114,64.84759382271534
1541,188.89485853190183,319.643807259992,58.14590980381169
1551,191.82935711912228,324.25283126966434,59.40588296858023
1561,192.34859974415667,330.93600023280334,53.76119925551002
1571,188.68106229712376,325.42111820926095,51.941006384986565
1581,189.85462933332997,324.63173436937706,55.0775242972829
1591,192.93568245186245,330.52539077455367,55.34597412917119
1601,195.82141769865706,331.8786091801649,59.76422621714919
1611,196.22768080492358,331.7426389638459,60.712722646001275
1621,196.16788310851086,337.3381899111615,54.9975763058602
1631,196.9713582810158,340.9230748027728,53.01964175925878
1641,198.39947753954485,341.66986548872507,55.12908959036465
1651,196.1771469856012,341.5243431471005,50.82995082410193
1661,198.52375291309792,351.41829529822445,45.629210527971345
1671,203.35548832541375,359.95115271174916,46.7598239390783
1681,204.89916082268348,360.9615252637657,48.83679638160129
1691,209.08351290663006,368.0464454563691,50.120580356891004
1701,211.81430433681533,372.59454790747054,51.0340607661601
1711,211.3337908776239,365.94402628284837,56.72355547239944
1721,207.5766378142102,355.9544040457086,59.1988715827118
1731,200.64232030800204,344.58928863612164,56.69535197988251
1741,198.64778974308626,337.25984099171734,60.03573849445521
1751,200.34464985457126,339.0062213590317,61.683078350110826
1761,198.956171870538,340.21768717382935,57.69465656724671
1771,193.70988079997875,331.85171372382416,55.56804787613336
1781,200.21672504104052,341.46541058414294,58.968039497938
1791,201.73911477560523,346.7646201791638,56.71360937204676
1801,199.95424517195468,339.5371560099509,60.37133433395849
1811,205.72805547871303,343.35852966583064,68.09758129159536
1821,215.81993130838526,363.59838962298886,68.04147299378165
1831,214.7567373807612,359.02612537513005,70.48734938639234
1841,213.22652824459664,354.2713352389767,72.18172125021658
1851,215.61112610169312,359.826823659426,71.39542854396016
1861,207.39484443110655,350.9696046160885,63.82008424612462
1871,206.89761991043872,342.84026350215737,70.9549763187201
1881,208.78754405667954,348.50491021305044,69.07017790030862
1891,206.87856009178665,344.24344407491697,69.51367610865627
1901,204.4228611966289,344.8981899531765,63.947532440081396
1911,198.60922436350785,329.06882671560294,68.1496220114128
1921,195.01157792657773,326.2467370436013,63.77641880955422
1931,194.80224551978245,327.3040628697938,62.300428169771024
1941,198.14143912102895,338.1700438074324,58.11283443462541
1951,198.7299617834566,333.049185904475,64.41073766243817
1961,209.8357953002246,356.4711191496647,63.200471450784555
1971,201.20303024028692,336.7869805161306,65.61907996444329
1981,200.20359087419786,338.09178552858816,62.315396219807546
1991,200.28574975780654,336.98211298225846,63.58938653335465
2001,203.03993516813497,346.5214167719883,59.55845356428176
2011,203.8550073355351,342.4748744713612,65.23514019970911
