epoch,mean,std,upper,lower,mean_smooth,std_smooth,upper_smooth,lower_smooth
44,-162.73234333333332,19.95703593832094,-142.7753073950124,-182.68937927165425,-164.02401277777778,26.08965609766996,-137.9343566801078,-190.11366887544773
45,-153.41692333333333,27.88397377012526,-125.53294956320806,-181.3008971034586,-163.31187755555555,26.627397998828858,-136.6844795567267,-189.93927555438444
46,-160.92847333333336,35.405044013041895,-125.52342932029146,-196.33351734637526,-163.58020688888888,26.80968035205887,-136.77052653683,-190.38988724094776
47,-157.30439,20.091652518125525,-137.21273748187448,-177.39604251812554,-163.58668188888888,27.400096738145052,-136.18658515074384,-190.98677862703394
48,-152.40318333333335,17.152916565133552,-135.2502667681998,-169.5560998984669,-163.47807588888887,27.103598956279175,-136.37447693260972,-190.58167484516804
49,-155.10506333333333,23.43907797580855,-131.6659853575248,-178.54414130914188,-162.85543022222222,27.319933099578392,-135.53549712264382,-190.1753633218006
50,-155.25285666666667,14.339377721869011,-140.91347894479767,-169.59223438853567,-162.39320755555556,26.506448971912107,-135.88675858364346,-188.89965652746767
51,-150.39507333333333,18.98562301733164,-131.40945031600168,-169.38069635066498,-161.01813244444443,25.756433867112616,-135.26169857733183,-186.77456631155707
52,-141.56994799999998,15.029785547448501,-126.54016245255148,-156.5997335474485,-159.81135437777775,24.80291736417487,-135.0084370136029,-184.61427174195265
53,-149.10060666666666,23.551740332362556,-125.54886633430411,-172.65234699902922,-158.69721204444443,24.03605910946734,-134.6611529349771,-182.73327115391177
54,-146.04497333333333,19.595084430316525,-126.44988890301681,-165.64005776364985,-158.3635017111111,23.565021365023917,-134.7984803460872,-181.92852307613504
55,-123.94027533333333,11.52612774644917,-112.41414758688416,-135.4664030797825,-157.0737511111111,22.87815348620151,-134.1955976249096,-179.95190459731262
56,-124.70584000000001,6.310559848832742,-118.39528015116727,-131.01639984883275,-155.7337524444444,22.19755958761419,-133.53619285683027,-177.9313120320586
57,-137.29692666666668,14.69542430255531,-122.60150236411137,-151.992350969222,-154.64854266666666,21.61082262254794,-133.03772004411874,-176.25936528921463
58,-132.26878,13.204371517527822,-119.06440848247217,-145.4731515175278,-153.27574933333335,21.31106816539101,-131.96468116794233,-174.58681749872437
59,-131.2678,10.731630290589592,-120.5361697094104,-141.9994302905896,-151.70594988888888,20.904554708064584,-130.8013951808243,-172.61050459695346
60,-128.66209,11.839684771462458,-116.82240522853755,-140.50177477146246,-150.06182677777775,20.27336048461269,-129.78846629316507,-170.33518726239046
61,-131.24400666666668,6.401754538986429,-124.84225212768025,-137.64576120565312,-149.23619877777776,20.03252498957505,-129.20367378820274,-169.2687237673528
62,-128.47150833333333,12.376790809689256,-116.09471752364408,-140.8482991430226,-148.15425105555556,19.357744369277018,-128.79650668627855,-167.51199542483258
63,-130.7396633333333,14.133511766469551,-116.60615156686376,-144.87317509980286,-147.51463194444443,19.32569919243165,-128.1889327520128,-166.8403311368761
64,-127.98805,14.799939983540476,-113.18811001645952,-142.78798998354048,-146.76218505555556,19.333629056191135,-127.4285559993644,-166.0958141117467
65,-130.11005133333333,7.024241235178745,-123.08581009815458,-137.13429256851208,-146.2214673222222,18.962710633609756,-127.25875668861246,-165.18417795583198
66,-125.565342,4.595848534037211,-120.96949346596278,-130.16119053403722,-145.26502705555555,18.262559881056195,-127.00246717449936,-163.52758693661175
67,-122.34500666666668,6.504415437872447,-115.84059122879422,-128.84942210453912,-144.14012938888888,17.53693031624904,-126.60319907263985,-161.6770597051379
68,-124.44179666666666,4.21063054798605,-120.2311661186806,-128.6524272146527,-142.93504361111113,16.934195619939107,-126.000847991172,-159.86923923105024
69,-120.66261999999999,8.87183191557978,-111.79078808442021,-129.53445191557978,-141.71806305555552,16.205631993941356,-125.5124310616142,-157.92369504949693
70,-118.72605,6.900237665124293,-111.8258123348757,-125.6262876651243,-140.41420594444443,15.526927822173576,-124.88727812227087,-155.94113376661804
71,-116.90711666666668,11.867846188371061,-105.03927047829562,-128.77496285503776,-138.57497372222224,14.839272327196662,-123.73570139502557,-153.4142460494189
72,-120.42366299999999,4.849638319561266,-115.57402468043873,-125.27330131956126,-137.21017160000002,14.364634844036058,-122.84553675596393,-151.57480644403603
73,-128.47534666666664,12.653306602802813,-115.82204006386382,-141.12865326946945,-136.28319226666665,13.964303461750013,-122.31888880491665,-150.24749572841668
74,-115.41710166666667,1.03228425983754,-114.38481740682913,-116.4493859265042,-134.70601754444445,13.333478405800568,-121.37253913864387,-148.03949595024503
75,-116.51983666666668,5.391963230237512,-111.12787343642917,-121.91179989690418,-133.47611465555556,12.583744721137643,-120.89236993441791,-146.0598593766932
76,-118.99631666666666,4.584520392378395,-114.41179627428826,-123.58083705904505,-132.07837609999999,11.556393933782195,-120.52198216621781,-143.63477003378222
77,-123.49732999999999,16.92520099059093,-106.57212900940905,-140.42253099059093,-130.95147409999998,11.450845549531039,-119.50062855046896,-142.40231964953102
78,-109.643853,7.779813357457684,-101.86403964254231,-117.42366635745768,-129.5261630888889,11.138408775941844,-118.38775431294704,-140.66457186483075
79,-111.54120333333333,11.71772954007599,-99.82347379325734,-123.25893287340932,-128.0740344222222,10.747697161417424,-117.3263372608048,-138.82173158363966
80,-113.70752999999998,7.281717072854451,-106.42581292714553,-120.98924707285443,-126.6891902,10.512441806450273,-116.17674839354973,-137.20163200645027
81,-123.02208033333334,6.674870469186669,-116.34720986414666,-129.69695080252,-125.77675709999998,10.102083388178775,-115.67467371182123,-135.87884048817878
82,-119.19961,12.557610750859418,-106.64199924914058,-131.75722075085943,-125.03107916666666,10.019677561625805,-115.01140160504086,-135.05075672829247
83,-111.88894866666665,3.891068474461135,-107.99788019220551,-115.78001714112779,-123.79069056666667,9.364321833029091,-114.42636873363757,-133.15501239969575
84,-117.1547,8.312493044565876,-108.84220695543414,-125.46719304456587,-122.82768145555556,8.98823545350407,-113.83944600205149,-131.81591690905964
85,-117.97174166666667,7.104308739258753,-110.86743292740792,-125.07605040592543,-122.62873033333334,8.840841486597721,-113.7878888467356,-131.46957181993105
86,-115.08644966666667,8.764191789844078,-106.32225787682259,-123.85064145651074,-122.30808398888888,8.922629217964767,-113.38545477092411,-131.23071320685366
87,-110.25056199999999,2.264510718629298,-107.98605128137069,-112.51507271862928,-121.4065385,8.5082654318339,-112.8982730681661,-129.9148039318339
88,-110.706788,1.1519038578683556,-109.55488414213164,-111.85869185786837,-120.68780543333332,8.106516509845251,-112.58128892348809,-128.79432194317857
89,-112.63986999999999,4.9472183431601255,-107.69265165683986,-117.58708834316012,-120.06687443333334,7.913702778264268,-112.15317165506907,-127.98057721159759
90,-101.48727000000001,12.17857778807936,-89.30869221192064,-113.66584778807938,-119.16104709999999,7.924999212151499,-111.2360478878485,-127.0860463121515
91,-113.93090333333333,10.287076959536826,-103.64382637379651,-124.21798029287015,-118.58394365555554,8.054509959503179,-110.52943369605238,-126.63845361505872
92,-115.09574333333335,10.233707662115098,-104.86203567121825,-125.32945099544844,-118.13808482222223,7.98307385458404,-110.15501096763818,-126.12115867680626
93,-115.97412666666666,19.507515054484355,-96.4666116121823,-135.48164172115102,-117.64590026666666,8.162207297517867,-109.48369296914879,-125.80810756418454
94,-107.16672999999999,23.550301185774668,-83.61642881422532,-130.71703118577466,-116.95185626666668,8.453886004259006,-108.49797026240766,-125.40574227092567
95,-105.51624666666667,14.814332227185714,-90.70191443948096,-120.33057889385239,-116.13206277777778,8.713555703992572,-107.41850707378521,-124.84561848177034
96,-111.080068,18.249769338412253,-92.83029866158775,-129.32983733841226,-115.64922031111111,9.16868639747174,-106.48053391363938,-124.81790670858284
97,-116.50183666666668,26.708469273098252,-89.79336739356842,-143.21030593976494,-115.45444797777778,9.842154858645934,-105.61229311913183,-125.29660283642372
98,-111.94855833333334,19.34806516406765,-92.60049316926569,-131.296623497401,-115.03800670000001,10.34673601251532,-104.69127068748467,-125.38474271251533
99,-107.82068133333333,17.70190391562008,-90.11877741771325,-125.5225852489534,-114.60994207777777,10.641071745849995,-103.96887033192779,-125.25101382362777
100,-119.33906333333334,14.65843372893684,-104.6806296043965,-133.99749706227018,-114.63037585555556,10.899678281310416,-103.73069757424514,-125.53005413686599
101,-116.59094,24.145153600994128,-92.44578639900587,-140.73609360099414,-114.61983663333334,11.308921861731184,-103.31091477160213,-125.92875849506453
102,-105.01757500000001,1.7982459572942142,-103.2193290427058,-106.81582095729422,-114.10630036666666,11.207208782988948,-102.89909158367772,-125.3135091496556
103,-107.49749333333334,12.719438834777,-94.77805449855634,-120.21693216811033,-113.40703858888888,11.209413190721422,-102.19762539816747,-124.6164517796103
104,-101.42347,14.375910618110419,-87.04755938188957,-115.79938061811042,-112.9405842,11.654200735997184,-101.2863834640028,-124.5947849359972
105,-107.14729166666666,17.27724955282982,-89.87004211383685,-124.42454121949648,-112.62816603333334,12.05037694675026,-100.57778908658307,-124.6785429800836
106,-108.72232866666667,16.493538652276698,-92.22879001438997,-125.21586731894337,-112.28569976666668,12.447344222080204,-99.83835554458646,-124.73304398874687
107,-104.96485333333334,12.419162963124094,-92.54569037020924,-117.38401629645743,-111.66795054444445,12.297142954497977,-99.37080758994647,-123.96509349894242
108,-105.42962,13.004152170522309,-92.4254678294777,-118.4337721705223,-111.52747611111111,12.471287581600132,-99.05618852951098,-123.99876369271125
109,-107.18073333333332,17.254578749104056,-89.92615458422927,-124.43531208243738,-111.3821271111111,12.655849221901066,-98.72627788921004,-124.03797633301218
110,-110.0314,19.61954339738058,-90.41185660261942,-129.6509433973806,-111.25958944444444,13.067110099385271,-98.19247934505917,-124.32669954382972
111,-105.77788833333334,17.613111169732576,-88.16477716360076,-123.39099950306591,-110.68478304444444,13.431718122736802,-97.25306492170763,-124.11650116718124
112,-107.50332533333334,18.490887394832765,-89.01243793850057,-125.9942127281661,-110.29490688888889,13.629494010869246,-96.66541287801964,-123.92440089975814
113,-108.970152,12.762054954867262,-96.20809704513273,-121.73220695486727,-110.19761366666667,13.925193560216117,-96.27242010645054,-124.12280722688277
114,-107.37773133333333,20.460724635158588,-86.91700669817475,-127.83845596849191,-109.87171471111111,14.330134613235876,-95.54158009787524,-124.201849324347
115,-101.99826,18.87794928054157,-83.12031071945843,-120.87620928054157,-109.33926532222222,14.7225892979453,-94.61667602427693,-124.06185462016752
116,-107.25524666666666,14.98658438127358,-92.26866228539308,-122.24183104794025,-109.07822522222223,14.930002384326285,-94.14822283789593,-124.0082276065485
117,-109.76146999999999,16.797618297758763,-92.96385170224123,-126.55908829775875,-109.06192215555555,15.4144393036306,-93.64748285192495,-124.47636145918617
118,-102.22101500000001,15.647348218553681,-86.57366678144632,-117.8683632185537,-108.77906305555555,15.897620782320109,-92.88144227323544,-124.67668383787567
119,-101.82219533333334,19.687827339345123,-82.13436799398822,-121.51002267267846,-108.41847390000001,16.388974415526278,-92.02949948447372,-124.80744831552629
120,-99.71257000000001,13.371147684409891,-86.34142231559012,-113.0837176844099,-108.35931723333333,16.42872674540396,-91.93059048792938,-124.78804397873729
121,-100.44946133333333,18.727581819150735,-81.7218795141826,-119.17704315248406,-107.90993583333334,16.71007690739109,-91.19985892594224,-124.62001274072443
122,-103.64974166666667,14.861899419768267,-88.7878422468984,-118.51164108643493,-107.52840244444445,16.86434996597953,-90.66405247846492,-124.39275241042398
123,-102.30116666666667,23.95846166849268,-78.34270499817399,-126.25962833515936,-107.07263711111112,17.012714853113142,-90.05992225799797,-124.08535196422426
124,-106.66458666666666,20.165205533562837,-86.49938113310382,-126.8297922002295,-107.05589900000001,16.899878331372747,-90.15602066862725,-123.95577733137274
125,-106.80162666666668,19.488963127578987,-87.3126635390877,-126.29058979424566,-107.098745,17.05569936138586,-90.04304563861413,-124.15444436138586
126,-110.58419833333333,17.142054713374016,-93.44214361995932,-127.72625304670734,-107.08221601111111,17.01877554055125,-90.06344047055987,-124.10099155166236
127,-104.10614833333334,17.59664169683546,-86.50950663649787,-121.7027900301688,-106.66902639999999,16.71504795467582,-89.95397844532418,-123.38407435467583
128,-104.80129166666667,14.858018921517042,-89.94327274514963,-119.65931058818371,-106.43078417777777,16.565379746590803,-89.86540443118697,-122.99616392436857
129,-110.55569666666668,13.462986593213012,-97.09271007345366,-124.0186832598797,-106.52195135555556,16.424082502510565,-90.09786885304499,-122.94603385806612
130,-108.104332,20.567103483005383,-87.53722851699462,-128.67143548300538,-106.14746031111112,16.62103816097952,-89.5264221501316,-122.76849847209063
131,-107.80899666666666,18.590545981466857,-89.2184506851998,-126.39954264813352,-105.85472886666666,16.43588457366194,-89.41884429300472,-122.2906134403286
132,-99.51999866666667,11.289778029753522,-88.23022063691315,-110.80977669642019,-105.67147632222222,16.752268976077254,-88.91920734614497,-122.42374529829948
133,-109.43424466666666,23.826862862538682,-85.60738180412798,-133.26110752920533,-105.73603470000002,17.12251644366931,-88.61351825633069,-122.85855114366932
134,-107.42603000000001,16.90077054443377,-90.52525945556624,-124.32680054443378,-105.93612003333332,17.20667844121342,-88.72944159211991,-123.14279847454675
135,-106.24183666666666,22.213980121388275,-84.02785654527838,-128.45581678805493,-105.90593820000001,17.371236126832038,-88.53470207316796,-123.27717432683203
136,-104.42765833333333,21.525046746193333,-82.90261158714,-125.95270507952665,-105.76278252222222,17.538953063295924,-88.2238294589263,-123.30173558551814
137,-100.95454666666666,16.699660742189742,-84.25488592447692,-117.6542074088564,-105.62910563333334,17.681636322598113,-87.94746931073522,-123.31074195593145
138,-107.89448833333331,21.867586535561216,-86.0269017977721,-129.76207486889453,-105.71126791111111,17.977084134766077,-87.73418377634503,-123.68835204587718
139,-99.73053,21.060589788749983,-78.66994021125002,-120.79111978874998,-105.4629278,18.10395116942094,-87.35897663057905,-123.56687896942094
140,-108.70148,21.061717375791076,-87.63976262420893,-129.7631973757911,-105.41859713333334,18.152023635367957,-87.26657349796538,-123.57062076870129
141,-105.00196833333332,22.653995763707073,-82.34797256962625,-127.6559640970404,-105.39273313333334,18.320053121833773,-87.07268001149957,-123.71278625516712
142,-100.98866733333334,19.63496822428968,-81.35369910904366,-120.62363555762302,-105.17557786666666,18.358189149482335,-86.81738871718433,-123.53376701614901
143,-100.77628366666666,17.420098001391107,-83.35618566527555,-118.19638166805777,-104.90244892222222,18.51345725103313,-86.38899167118909,-123.41590617325535
144,-99.30139633333333,19.34240893860639,-79.95898739472693,-118.64380527193973,-104.63323775555554,18.476180061148057,-86.1570576944075,-123.10941781670361
145,-105.20509499999999,17.79538720196262,-87.40970779803737,-123.0004822019626,-104.74013225555557,18.44009465852876,-86.3000375970268,-123.18022691408432
146,-100.24533000000001,18.577797311796573,-81.66753268820344,-118.82312731179658,-104.50646836666667,18.55980175621286,-85.94666661045382,-123.06627012287953
147,-97.64925999999998,19.785861860237475,-77.86339813976251,-117.43512186023746,-104.10272803333334,18.65940987496215,-85.44331815837118,-122.76213790829547
148,-101.99272,23.554020012840688,-78.43869998715931,-125.5467400128407,-104.09511820000002,18.92296560143838,-85.17215259856162,-123.0180838014384
149,-99.70072866666668,22.098098223747332,-77.60263044291935,-121.798826890414,-104.02440264444444,19.00330796425179,-85.02109468019266,-123.02771060869622
150,-99.142058,22.563096812640147,-76.57896118735985,-121.70515481264016,-104.00538557777779,19.309706268526135,-84.69567930925164,-123.31509184630391
151,-100.91092833333333,22.43683958345757,-78.47408874987576,-123.3477679167909,-104.0207678111111,19.433348194003027,-84.58741961710807,-123.45411600511414
152,-105.02947999999999,30.49268797605091,-74.53679202394909,-135.5221679760509,-104.06675908888889,19.954374479212447,-84.11238460967643,-124.02113356810133
153,-99.59021833333334,26.69186547852001,-72.89835285481333,-126.28208381185335,-103.97639414444444,20.045487939546693,-83.93090620489775,-124.02188208399113
154,-108.76164000000001,34.981225217107536,-73.78041478289248,-143.74286521710755,-104.04629592222221,20.539355262331515,-83.5069406598907,-124.58565118455375
155,-100.460982,25.09199856472043,-75.36898343527957,-125.55298056472043,-103.8349411,20.726123110236234,-83.10881798976378,-124.56106421023624
156,-122.97595466666667,65.27800591075852,-57.69794875590814,-188.25396057742518,-104.24799964444445,22.330654816815713,-81.91734482762872,-126.57865446126016
157,-123.34299166666666,64.56941785773903,-58.77357380892764,-187.9124095244057,-104.88922775555555,23.896414022179165,-80.99281373337638,-128.78564177773472
158,-123.83997799999999,63.34457843357655,-60.49539956642344,-187.18455643357655,-105.52385063333332,25.51263267258115,-80.01121796075219,-131.0364833059145
159,-122.00665666666667,64.02372663879567,-57.98293002787101,-186.03038330546235,-105.9055493,27.197990674100573,-78.70755862589941,-133.10353997410056
160,-118.15833533333334,57.29542254713151,-60.86291278620183,-175.45375788046485,-106.24068274444444,28.422267976238107,-77.81841476820632,-134.66295072068255
161,-116.12174,52.030812973247876,-64.09092702675213,-168.15255297324788,-106.51777418888888,29.536943542630812,-76.98083064625807,-136.0547177315197
162,-116.889795,52.25057355017766,-64.63922144982234,-169.14036855017767,-107.0967674,30.902303393311616,-76.19446400668839,-137.99907079331163
163,-112.74282799999999,45.83388515735506,-66.90894284264493,-158.57671315735504,-107.2070535111111,31.635870803138825,-75.57118270797227,-138.84292431424993
164,-115.609012,54.60600149223207,-61.00301050776794,-170.21501349223206,-107.47981957777779,32.892711834732104,-74.58710774304568,-140.3725314125099
165,-119.58013333333334,64.04375758048582,-55.53637575284752,-183.62389091381914,-107.92442946666667,34.28703775003535,-73.63739171663131,-142.21146721670203
166,-124.55759333333333,64.56840585874824,-59.989187474585094,-189.12599919208157,-108.5954273,35.72181638712052,-72.87361091287947,-144.3172436871205
167,-114.62731833333333,54.48549572676942,-60.14182260656391,-169.11281406010275,-109.05118635555554,36.98134421993984,-72.06984213561572,-146.0325305754954
168,-115.98359,57.44132682336909,-58.54226317663092,-173.4249168233691,-109.32082307777777,38.16713556286677,-71.15368751491101,-147.48795864064456
169,-112.38750166666667,44.52889105024128,-67.85861061642538,-156.91639271690795,-109.74272213333333,38.94941227158315,-70.79330986175019,-148.69213440491646
170,-116.83779066666666,51.513752116378264,-65.3240385502884,-168.35154278304492,-110.01393248888888,39.964480096269384,-70.0494523926195,-149.97841258515828
171,-121.81697666666666,66.55421203683323,-55.26276462983343,-188.3711887034999,-110.57443276666667,41.42782063870693,-69.14661212795974,-152.0022534053736
172,-108.86593333333333,48.74812290867857,-60.11781042465476,-157.61405624201188,-110.8370083,42.398259128186545,-68.43874917181344,-153.23526742818655
173,-120.28754133333332,63.783869190863655,-56.50367214246967,-184.07141052419698,-111.48738355555557,43.94371816783564,-67.54366538771991,-155.4311017233912
174,-107.28279833333333,39.8041904019113,-67.47860793142203,-147.08698873524463,-111.7534302888889,44.62577754994581,-67.12765273894308,-156.3792078388347
175,-101.54984333333334,37.438660681846436,-64.1111826514869,-138.98850401517979,-111.63158856666665,45.2805533326086,-66.35103523405807,-156.91214189927527
176,-103.48993666666668,33.39783483850276,-70.09210182816392,-136.88777150516944,-111.73974212222222,45.7745545834988,-65.96518753872343,-157.514296705721
177,-101.00905999999999,34.963814910115296,-66.0452450898847,-135.97287491011528,-111.85173545555556,46.28048635182806,-65.57124910372748,-158.13222180738364
178,-98.89817866666665,30.763915580297734,-68.13426308636892,-129.6620942469644,-111.74858407777778,46.52081620407663,-65.22776787370114,-158.26940028185442
179,-99.12114333333334,30.32651761354134,-68.794625719792,-129.4476609468747,-111.72926456666666,46.7950968504031,-64.93416771626356,-158.52436141706977
180,-97.34587,22.825696623522795,-74.5201733764772,-120.1715666235228,-111.66939163333333,46.80385017743252,-64.86554145590081,-158.47324181076587
181,-97.72202833333334,25.228447821499216,-72.49358051183412,-122.95047615483256,-111.56309496666667,46.89690378536724,-64.66619118129942,-158.4599987520339
182,-96.05282666666666,23.88563004924579,-72.16719661742087,-119.93845671591245,-111.2638731888889,46.67666852114041,-64.58720466774848,-157.94054171002927
183,-91.91597466666667,20.898905182011937,-71.01706948465474,-112.8148798486786,-111.00806506666666,46.48356984459014,-64.52449522207652,-157.4916349112568
184,-94.24321366666665,21.246676701857645,-72.996536964809,-115.4898903685243,-110.52411752222223,46.02575156074848,-64.49836596147375,-156.5498690829707
185,-94.88706,18.529191282597843,-76.35786871740217,-113.41625128259784,-110.33832012222223,45.80699131801105,-64.53132880421117,-156.1453114402333
186,-90.26107166666667,16.4115851332712,-73.84948653339546,-106.67265679993787,-109.24782402222222,44.17811062542814,-65.06971339679407,-153.42593464765034
187,-96.85051466666665,19.00176135634656,-77.84875331032009,-115.85227602301322,-108.36474145555556,42.65918874204839,-65.70555271350716,-151.02393019760396
188,-93.34613466666667,23.119006067363824,-70.22712859930284,-116.4651407340305,-107.34828001111113,41.3183363298413,-66.02994368126981,-148.6666163409524
189,-93.16674133333333,19.129392380786303,-74.03734895254703,-112.29613371411963,-106.38694949999999,39.82185852124098,-66.565090978759,-146.208808021241
190,-97.03446333333333,33.518524432889855,-63.51593890044348,-130.5529877662232,-105.68282043333333,39.02929525076627,-66.65352518256707,-144.7121156840996
191,-94.46844466666666,24.42171069074668,-70.04673397591998,-118.89015535741333,-104.96104392222222,38.10899184134957,-66.85205208087265,-143.07003576357178
192,-100.06225666666667,36.15089593788284,-63.91136072878383,-136.21315260454952,-104.40012597777779,37.572335920939736,-66.82779005683804,-141.9724618987175
193,-103.75524666666666,39.48367182447743,-64.27157484218924,-143.2389184911441,-104.10053993333334,37.360662143177144,-66.73987779015619,-141.4612020765105
194,-96.64238333333333,21.661089932815223,-74.9812934005181,-118.30347326614856,-103.46831897777777,36.262498424529916,-67.20582055324786,-139.7308174023077
