t,episode,true_task_idx,pred_task_idx,exec_task_idx,x_before,vx_before,x_after,vx_after,true_goal
549,5,0,0,0,9.008265822641624,1.4752122015695182,9.049556555299384,0.436236699482411,9.02
550,5,0,0,0,9.049556555299384,0.436236699482411,9.030385357451449,-1.4120102956422858,9.02
551,5,0,0,0,9.030385357451449,-1.4120102956422858,9.044702604382652,0.3049024888734121,9.02
552,5,0,0,0,9.044702604382652,0.3049024888734121,9.013424592311306,-0.481275580469408,9.02
553,5,0,0,0,9.013424592311306,-0.481275580469408,9.057572629478118,1.0247885663605287,9.02
554,5,0,0,0,9.057572629478118,1.0247885663605287,9.054713123389323,0.524725047336359,9.02
555,5,0,0,0,9.054713123389323,0.524725047336359,9.07221243924078,0.2675831391776605,9.02
556,5,0,0,0,9.07221243924078,0.2675831391776605,9.00967525146519,-0.3865598332932381,9.02
557,5,0,0,0,9.00967525146519,-0.3865598332932381,9.018713893125458,0.1640746252535548,9.02
558,5,0,0,0,9.018713893125458,0.1640746252535548,9.021845929207233,0.2820164111493389,9.02
559,5,0,0,0,9.021845929207233,0.2820164111493389,9.022218573098291,-0.7120229623306942,9.02
560,5,0,0,0,9.022218573098291,-0.7120229623306942,9.052323445141273,-0.4764853601831502,9.02
561,5,0,0,0,9.052323445141273,-0.4764853601831502,9.060776407977295,0.5329531834198471,9.02
562,5,0,0,0,9.060776407977295,0.5329531834198471,8.947755498213603,-1.037854337782863,9.02
563,5,0,0,0,8.947755498213603,-1.037854337782863,8.960085955614895,1.721316372182892,9.02
564,5,0,0,0,8.960085955614895,1.721316372182892,9.089229372895844,0.7912494271853543,9.02
565,5,0,0,0,9.089229372895844,0.7912494271853543,9.104425063535656,0.1348153996244658,9.02
566,5,0,0,0,9.104425063535656,0.1348153996244658,9.087654667265651,-0.922110716787962,9.02
567,5,0,0,0,9.087654667265651,-0.922110716787962,8.918144962634114,-1.0496990273007551,9.02
568,5,0,0,0,8.918144962634114,-1.0496990273007551,9.01433744711185,0.7754649026996165,9.02
569,5,0,0,0,9.01433744711185,0.7754649026996165,9.05645111761446,1.035771645602552,9.02
570,5,0,0,0,9.05645111761446,1.035771645602552,9.040433068228047,-0.5702759348442653,9.02
571,5,0,0,0,9.040433068228047,-0.5702759348442653,9.030062540215248,0.0902422874183106,9.02
572,5,0,0,0,9.030062540215248,0.0902422874183106,9.043314399431477,-0.3504207159550352,9.02
573,5,0,0,0,9.043314399431477,-0.3504207159550352,9.01297743386233,-1.175578170545062,9.02
574,5,0,0,0,9.01297743386233,-1.175578170545062,9.010764013088844,1.0935019942686388,9.02
575,5,0,0,0,9.010764013088844,1.0935019942686388,9.034371873561405,1.759642890880818,9.02
576,5,0,0,0,9.034371873561405,1.759642890880818,9.073400691952171,-0.2848663980778299,9.02
577,5,0,0,0,9.073400691952171,-0.2848663980778299,9.074977675799303,0.3665895789254867,9.02
578,5,0,0,0,9.074977675799303,0.3665895789254867,9.081428974080582,-0.0049351955373647,9.02
579,5,0,0,0,9.081428974080582,-0.0049351955373647,8.980881650525198,-0.1705381289649635,9.02
580,5,0,0,0,8.980881650525198,-0.1705381289649635,8.983844855370373,-0.9663126720288078,9.02
581,5,0,0,0,8.983844855370373,-0.9663126720288078,9.01161298415672,0.3869164067527498,9.02
582,5,0,0,0,9.01161298415672,0.3869164067527498,9.035839149519669,0.3910427352044668,9.02
583,5,0,0,0,9.035839149519669,0.3910427352044668,9.000139227558961,-0.0407172567038311,9.02
584,5,0,0,0,9.000139227558961,-0.0407172567038311,9.020262896644963,0.1610671279349475,9.02
585,5,0,0,0,9.020262896644963,0.1610671279349475,8.971898627499792,-0.6982113210609099,9.02
586,5,0,0,0,8.971898627499792,-0.6982113210609099,8.962030059681899,-0.3560172964809554,9.02
587,5,0,0,0,8.962030059681899,-0.3560172964809554,8.992458402367564,-0.7050036014012762,9.02
588,5,0,0,0,8.992458402367564,-0.7050036014012762,9.021090154901358,0.2737115734866036,9.02
589,5,0,0,0,9.021090154901358,0.2737115734866036,9.069793539505572,1.7889333735821311,9.02
590,5,0,0,0,9.069793539505572,1.7889333735821311,9.003340512005346,-0.5289772031970168,9.02
591,5,0,0,0,9.003340512005346,-0.5289772031970168,8.992140664007524,-0.0629693980387994,9.02
592,5,0,0,0,8.992140664007524,-0.0629693980387994,9.026262369162298,0.0807194187450226,9.02
593,5,0,0,0,9.026262369162298,0.0807194187450226,9.03860819885898,0.6122235344932181,9.02
594,5,0,0,0,9.03860819885898,0.6122235344932181,9.036002457072328,-0.6102206777979582,9.02
595,5,0,0,0,9.036002457072328,-0.6102206777979582,8.980806769475834,0.574276480338936,9.02
596,5,0,0,0,8.980806769475834,0.574276480338936,8.938691263399246,-0.717743603193332,9.02
597,5,0,0,0,8.938691263399246,-0.717743603193332,8.994512001648104,1.6867428125928787,9.02
598,5,0,0,0,8.994512001648104,1.6867428125928787,9.074338647303676,-0.0350050153517917,9.02
599,5,0,0,0,9.074338647303676,-0.0350050153517917,9.007913194020146,0.4827565272023529,9.02
600,6,1,1,1,-0.0020454875824039,-0.0008759349315812,-0.0246344807986691,-0.9993536625919418,-2.8
601,6,1,0,1,-0.0246344807986691,-0.9993536625919418,-0.0673651644591169,-1.0027407076832136,-2.8
602,6,1,0,1,-0.0673651644591169,-1.0027407076832136,-0.2424859414536865,-2.157491172957761,-2.8
603,6,1,1,1,-0.2424859414536865,-2.157491172957761,-0.3068556486569973,-0.1233336363531562,-2.8
604,6,1,0,1,-0.3068556486569973,-0.1233336363531562,-0.2778298634393794,0.1365197339534909,-2.8
605,6,1,0,1,-0.2778298634393794,0.1365197339534909,-0.3407704660556365,-2.500834219341147,-2.8
606,6,1,0,0,-0.3407704660556365,-2.500834219341147,-0.1526946074902252,-0.0537710654817213,-2.8
607,6,1,0,0,-0.1526946074902252,-0.0537710654817213,0.4160392092022456,0.5737909258848161,-2.8
608,6,1,0,0,0.4160392092022456,0.5737909258848161,-0.1115503625296647,-0.8373415954423462,-2.8
609,6,1,0,0,-0.1115503625296647,-0.8373415954423462,-0.1435499271718764,-0.7478503548851512,-2.8
610,6,1,0,0,-0.1435499271718764,-0.7478503548851512,-0.2130141687550063,-2.374829043199189,-2.8
611,6,1,0,0,-0.2130141687550063,-2.374829043199189,-0.7587491720342119,-1.4205567799374297,-2.8
612,6,1,0,0,-0.7587491720342119,-1.4205567799374297,-1.3555241807894065,-2.180990609763321,-2.8
613,6,1,0,0,-1.3555241807894065,-2.180990609763321,-1.8478106297110488,-1.8076815927330607,-2.8
614,6,1,0,0,-1.8478106297110488,-1.8076815927330607,-1.9121346157239616,-1.4406362622476931,-2.8
615,6,1,0,0,-1.9121346157239616,-1.4406362622476931,-2.064927285084717,-3.134242254143323,-2.8
616,6,1,0,0,-2.064927285084717,-3.134242254143323,-2.1635099421851103,-1.884856309700961,-2.8
617,6,1,0,0,-2.1635099421851103,-1.884856309700961,-2.2331166293311777,-1.6972315120891448,-2.8
618,6,1,0,0,-2.2331166293311777,-1.6972315120891448,-2.3019018281570545,-1.7716273058826788,-2.8
