t,episode,true_task_idx,x_before,vx_before,true_goal
300,3,0,0.0018975041492424,-0.0032657233236269,3.14
301,3,0,-0.0067456205913133,-0.1134785952595328,3.14
302,3,0,0.0001510991319138,0.4365815103332047,3.14
303,3,0,0.0167009094492822,0.3624071891422473,3.14
304,3,0,0.4739155086691421,3.100826129594211,3.14
305,3,0,1.5135938517250147,2.593930373480436,3.14
306,3,0,1.6291966160461422,2.814565479610211,3.14
307,3,0,3.052880381730342,-0.3506450627718349,3.14
308,3,0,3.0762810256333486,-0.0419068321645861,3.14
309,3,0,3.0681632079406604,-0.3529075300126381,3.14
310,3,0,3.071486121332787,-0.173641605924682,3.14
311,3,0,3.0775171396590717,0.371296319094061,3.14
312,3,0,3.0912677649830216,0.3076931811679123,3.14
313,3,0,3.1349628581656845,0.5767782814102872,3.14
314,3,0,3.149731554711633,0.2125238265623943,3.14
315,3,0,3.1644342582559406,0.4611914598207504,3.14
316,3,0,3.21488015566008,-0.3721243310900341,3.14
317,3,0,3.0748055136337893,-0.464558287707603,3.14
318,3,0,3.0617476719250605,-0.1562207749131104,3.14
319,3,0,3.185898116288333,-0.3164965003568238,3.14
320,3,0,3.114295860424356,0.016668803676696,3.14
321,3,0,3.126342810213982,0.6854717917171537,3.14
322,3,0,3.11851218323037,0.0338024867719964,3.14
323,3,0,3.0991397618642207,-0.9018132337965508,3.14
324,3,0,3.149031452007519,-0.3761788986884056,3.14
325,3,0,3.1361550170862,-0.3507542069076079,3.14
326,3,0,3.034932919856432,-0.2903046250491131,3.14
327,3,0,3.1701845610213053,1.835834749213908,3.14
328,3,0,3.163043943554114,0.3356857864223984,3.14
329,3,0,3.199594974282662,1.330835789956189,3.14
330,3,0,3.112434757620343,-0.5595780709209278,3.14
331,3,0,3.164754942993863,0.6863090666066015,3.14
332,3,0,3.120978324565684,0.5819101947232906,3.14
333,3,0,3.0255156128316973,0.2962579906128091,3.14
334,3,0,3.186472475732344,0.4837734322832729,3.14
335,3,0,3.208572275794461,-0.2667320999436317,3.14
336,3,0,3.1826457172430267,-1.1021297881923224,3.14
