t,episode,true_task_idx,pred_task_idx,exec_task_idx,x_before,vx_before,x_after,vx_after,true_goal
4,7,3,3,3,-1.0886469722793524,-2.378332167863846,-1.31016274700622,-2.2151577472686768,-1.75
5,7,3,3,3,-1.31016274700622,-2.2151577472686768,-1.537794509630007,-2.2763176262378693,-1.75
6,7,3,3,3,-1.537794509630007,-2.2763176262378693,-1.7448949010179464,-2.0710039138793945,-1.75
7,7,3,3,3,-1.7448949010179464,-2.0710039138793945,-1.9628126860664312,-2.179177850484848,-1.75
8,7,3,3,3,-1.9628126860664312,-2.179177850484848,-2.174328142504496,-2.1151545643806458,-1.75
9,7,3,3,3,-2.174328142504496,-2.1151545643806458,-2.3772939235971395,-2.0296578109264374,-1.75
10,7,3,3,3,-2.3772939235971395,-2.0296578109264374,-2.570432478289408,-1.931385546922684,-1.75
11,7,3,3,3,-2.570432478289408,-1.931385546922684,-2.762426400284571,-1.9199392199516296,-1.75
12,7,3,3,3,-2.762426400284571,-1.9199392199516296,-2.948686012725634,-1.8625961244106293,-1.75
13,7,3,3,3,-2.948686012725634,-1.8625961244106293,-3.1456610352800314,-1.969750225543976,-1.75
14,7,3,3,3,-3.1456610352800314,-1.969750225543976,-3.3287409038351004,-1.8307986855506897,-1.75
15,7,3,3,3,-3.3287409038351004,-1.8307986855506897,-3.5347869933650915,-2.0604608952999115,-1.75
16,7,3,3,3,-3.5347869933650915,-2.0604608952999115,-3.7412386328981344,-2.064516395330429,-1.75
17,7,3,3,3,-3.7412386328981344,-2.064516395330429,-3.9255924166248266,-1.843537837266922,-1.75
18,7,3,3,3,-3.9255924166248266,-1.843537837266922,-4.12634519646625,-2.0075277984142303,-1.75
19,7,3,3,3,-4.12634519646625,-2.0075277984142303,-4.297377595405383,-1.710323989391327,-1.75
20,7,3,3,3,-4.297377595405383,-1.710323989391327,-4.486210951309008,-1.8883335590362549,-1.75
21,7,3,3,3,-4.486210951309008,-1.8883335590362549,-4.696731501917643,-2.105205506086349,-1.75
22,7,3,3,3,-4.696731501917643,-2.105205506086349,-4.883757585387034,-1.8702608346939087,-1.75
23,7,3,3,3,-4.883757585387034,-1.8702608346939087,-5.050767386059565,-1.6700980067253113,-1.75
24,7,3,3,3,-5.050767386059565,-1.6700980067253113,-5.265393415193362,-2.146260291337967,-1.75
25,7,3,3,3,-5.265393415193362,-2.146260291337967,-5.461388552288813,-1.959951370954513,-1.75
26,7,3,3,3,-5.461388552288813,-1.959951370954513,-5.630203852157397,-1.6881529986858368,-1.75
27,7,3,3,3,-5.630203852157397,-1.6881529986858368,-5.805759409169955,-1.7555555701255798,-1.75
28,7,3,3,3,-5.805759409169955,-1.7555555701255798,-5.9923641474054286,-1.8660473823547363,-1.75
29,7,3,3,3,-5.9923641474054286,-1.8660473823547363,-6.186238119106097,-1.9387397170066836,-1.75
30,7,3,3,3,-6.186238119106097,-1.9387397170066836,-6.376244121889872,-1.9000600278377533,-1.75
31,7,3,3,3,-6.376244121889872,-1.9000600278377533,-6.564319932560725,-1.8807581067085264,-1.75
32,7,3,3,3,-6.564319932560725,-1.8807581067085264,-6.777602145175738,-2.1328221261501312,-1.75
33,7,3,3,3,-6.777602145175738,-2.1328221261501312,-6.959075623850627,-1.814734786748886,-1.75
34,7,3,3,3,-6.959075623850627,-1.814734786748886,-7.1565963716314265,-1.9752074778079989,-1.75
35,7,3,3,3,-7.1565963716314265,-1.9752074778079989,-7.350196370582385,-1.9359999895095823,-1.75
36,7,3,3,3,-7.350196370582385,-1.9359999895095823,-7.5412664503858515,-1.910700798034668,-1.75
37,7,3,3,3,-7.5412664503858515,-1.910700798034668,-7.716646576027674,-1.753801256418228,-1.75
38,7,3,3,3,-7.716646576027674,-1.753801256418228,-7.885031083326144,-1.6838450729846954,-1.75
39,7,3,3,3,-7.885031083326144,-1.6838450729846954,-8.050063634018702,-1.6503255069255829,-1.75
40,7,3,3,3,-8.050063634018702,-1.6503255069255829,-8.237541669707102,-1.874780356884003,-1.75
41,7,3,3,3,-8.237541669707102,-1.874780356884003,-8.414007270436091,-1.7646560072898865,-1.75
42,7,3,3,3,-8.414007270436091,-1.7646560072898865,-8.59873072216968,-1.847234517335892,-1.75
43,7,3,3,3,-8.59873072216968,-1.847234517335892,-8.773968839745326,-1.7523811757564545,-1.75
44,7,3,3,3,-8.773968839745326,-1.7523811757564545,-8.94610612998466,-1.721372902393341,-1.75
45,7,3,3,3,-8.94610612998466,-1.721372902393341,-9.148526632885735,-2.0242050290107727,-1.75
46,7,3,3,3,-9.148526632885735,-2.0242050290107727,-9.341113874416155,-1.925872415304184,-1.75
47,7,3,3,3,-9.341113874416155,-1.925872415304184,-9.53941578577022,-1.9830191135406492,-1.75
48,7,3,3,3,-9.53941578577022,-1.9830191135406492,-9.716968768935008,-1.775529831647873,-1.75
49,7,3,3,3,-9.716968768935008,-1.775529831647873,-9.911365860800547,-1.9439709186553955,-1.75
50,7,3,3,3,-9.911365860800547,-1.9439709186553955,-10.094658130507272,-1.8329226970672607,-1.75
51,7,3,3,3,-10.094658130507272,-1.8329226970672607,-10.286543467740817,-1.918853372335434,-1.75
52,7,3,3,3,-10.286543467740817,-1.918853372335434,-10.463179940085215,-1.766364723443985,-1.75
